Ticker,IndexMarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEGPriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,,,
[['AVD'], '-', '474.86M', '19.10M', '509.00M', '12.34', '0.62', '0.08', '0.53%', '771', '2.00', '23.96', '16.12', '-', '0.93', '1.22', '24.23', '9.08', '1.20', '2.20', '0.40', '0.40', '-1.04%', '-4.82%', '-15.41%', '2.70%', '5.30%', '4.20%', '37.60%', '5.30%', '3.70%', '9.40%', '29.93M', '27.01M', '2.75%', '4.16', '23.50', '-32.99%', '18.85%', '178.41K', '736,825', '-28.41%', '4.07%', '-2.90%'],
[['AVNS'], '-', '1.62B', '2.40M', '737.80M', '26.95', '2.04', '-', '-', '5380', '2.80', '940.57', '20.64', '149.30', '2.19', '1.22', '16.17', '-', '1.80', '2.80', '0.13', '0.13', '1.13%', '-3.51%', '-21.05%', '0.10%', '0.20%', '-2.60%', '49.00%', '-8.80%', '0.30%', '0.00%', '48.10M', '47.60M', '2.20%', '2.87', '43.00', '-38.59%', '6.33%', '365.38K', '898,996', '-28.29%', '-1.20%', '-28.25%'],
[['AWR'], '-', '3.29B', '92.30M', '503.40M', '17.99', '0.14', '1.34', '1.55%', '841', '2.40', '34.72', '33.27', '5.51', '6.54', '4.82', '609.26', '-', '1.10', '1.20', '0.90', '0.90', '-4.73%', '-2.25%', '7.28%', '5.20%', '14.30%', '8.40%', '80.20%', '27.30%', '18.30%', '53.60%', '36.92M', '36.55M', '1.77%', '3.72', '85.25', '-8.73%', '25.16%', '173.91K', '741,966', '17.61%', '21.68%', '9.01%'],
[['AX'], '-', '2.77B', '215.50M', '617.90M', '23.65', '27.71', '-', '-', '1165', '1.60', '12.85', '11.32', '1.29', '4.49', '1.93', '1.65', '6.89', '-', '-', '0.16', '0.16', '-3.65%', '-3.89%', '1.08%', '1.50%', '16.40%', '26.20%', '-', '83.40%', '34.90%', '0.00%', '59.24M', '53.01M', '3.62%', '9.19', '56.00', '-15.86%', '115.04%', '208.87K', '654,513', '-12.24%', '93.81%', '21.88%'],
[['AXL'], '-', '1.00B', '205.60M', '5.56B', '3.87', '5.06', '-', '-', '20000', '2.70', '4.77', '3.76', '-', '0.18', '2.23', '1.71', '1.39', '1.40', '1.70', '7.33', '7.07', '0.75%', '-5.27%', '-11.14%', '3.50%', '52.90%', '-9.20%', '16.20%', '7.30%', '3.70%', '0.00%', '114.00M', '111.85M', '4.21%', '3.81', '11.50', '-33.82%', '79.25%', '1.24M', '3,830,524', '-24.41%', '37.80%', '3.60%']
[['AZZ'], '-', '1.30B', '56.40M', '855.50M', '25.44', '0.49', '0.68', '1.31%', '3883', '2.30', '23.50', '16.02', '2.35', '1.52', '2.03', '105.19', '20.67', '1.80', '2.60', '0.00', '0.29', '-1.30%', '-1.86%', '0.71%', '5.60%', '9.00%', '6.30%', '23.90%', '9.10%', '6.60%', '30.60%', '25.05M', '24.62M', '1.70%', '3.62', '61.00', '-10.56%', '59.15%', '115.39K', '372,818', '-2.51%', '45.13%', '9.06%'],
[['B'], '-', '2.20B', '76.90M', '1.18B', '27.30', '1.79', '0.64', '1.48%', '5000', '2.20', '28.74', '17.41', '2.87', '1.87', '1.59', '24.19', '20.56', '1.40', '2.20', '0.47', '0.47', '-7.15%', '-10.51%', '-14.95%', '2.90%', '5.70%', '4.10%', '35.30%', '11.40%', '6.50%', '42.30%', '50.93M', '46.86M', '0.88%', '2.78', '57.80', '-24.86%', '27.42%', '148.99K', '660,983', '-17.21%', '13.91%', '-14.56%'],
[['BANC'], '-', '919.28M', '55.30M', '281.50M', '14.50', '4.04', '0.24', '1.34%', '611', '2.00', '16.29', '11.88', '1.63', '3.27', '1.23', '4.42', '6.69', '-', '-', '0.00', '0.35', '1.25%', '2.81%', '1.53%', '0.70%', '7.80%', '22.90%', '-', '84.70%', '19.70%', '21.80%', '50.65M', '48.15M', '4.89%', '9.66', '21.61', '-16.59%', '98.33%', '243.78K', '792,801', '-12.71%', '66.98%', '21.35%'],
[['BANR'], '-', '1.85B', '176.70M', '516.80M', '48.05', '42.78', '1.64', '3.12%', '2061', '2.20', '10.47', '12.83', '1.50', '3.58', '1.09', '1.23', '5.14', '-', '-', '0.13', '0.13', '-4.53%', '-2.74%', '-1.39%', '1.10%', '10.70%', '24.20%', '-', '94.40%', '34.20%', '32.50%', '34.74M', '33.80M', '2.27%', '5.22', '61.17', '-13.11%', '74.71%', '146.82K', '766,488', '-8.30%', '58.37%', '12.69%'],
[['BCC'], '-', '2.16B', '580.90M', '7.33B', '30.82', '16.43', '0.40', '0.74%', '6130', '3.20', '3.70', '8.86', '-', '0.29', '1.76', '3.30', '7.04', '1.50', '2.30', '0.39', '0.39', '-3.55%', '0.34%', '-1.29%', '26.00%', '60.50%', '15.80%', '20.70%', '11.70%', '7.90%', '2.00%', '39.44M', '39.09M', '2.30%', '2.27', '63.80', '-28.42%', '56.32%', '395.35K', '644,061', '-5.17%', '43.40%', '17.32%'],
[['BCEI'], '-', '1.34B', '38.40M', '351.70M', '45.18', '0.79', '1.40', '3.22%', '109', '1.80', '19.89', '4.81', '1.33', '3.81', '0.96', '54.94', '7.88', '0.60', '0.60', '0.14', '0.14', '8.94%', '10.50%', '25.87%', '2.80%', '3.40%', '4.70%', '87.70%', '24.20%', '10.90%', '15.70%', '30.66M', '30.38M', '8.65%', '4.94', '60.33', '-14.63%', '174.14%', '531.49K', '3,677,452', '34.36%', '113.86%', '125.14%']
[['BCOR'], '-', '749.88M', '-17.70M', '863.20M', '7.89', '4.68', '-', '-', '846', '1.70', '-', '9.22', '-', '0.87', '1.91', '3.22', '9.80', '2.40', '2.40', '1.45', '1.45', '-6.19%', '-7.08%', '-7.10%', '-1.60%', '-5.00%', '-35.90%', '49.30%', '6.60%', '-2.00%', '-', '48.51M', '47.66M', '2.29%', '4.63', '24.00', '-19.97%', '80.05%', '236.05K', '712,239', '-12.43%', '61.35%', '-5.28%'],
[['BCPC'], '-', '4.55B', '89.90M', '743.90M', '26.98', '2.46', '0.58', '0.41%', '1327', '2.00', '50.77', '33.93', '2.12', '6.11', '5.19', '56.88', '42.60', '2.10', '2.90', '0.15', '0.14', '1.63%', '4.61%', '11.23%', '7.70%', '10.70%', '9.00%', '31.10%', '16.00%', '12.10%', '20.80%', '32.23M', '32.11M', '1.66%', '5.63', '150.75', '-1.71%', '51.21%', '94.68K', '480,376', '9.69%', '46.97%', '21.52%'],
[['BDN'], '-', '2.36B', '299.80M', '493.80M', '10.19', '0.27', '0.76', '5.72%', '341', '2.90', '7.58', '131.49', '1.52', '4.77', '1.30', '49.38', '43.37', '-', '-', '1.09', '1.09', '-3.53%', '-3.85%', '1.45%', '7.70%', '16.90%', '3.10%', '61.50%', '21.40%', '60.70%', '43.20%', '170.85M', '168.21M', '7.26%', '5.53', '14.42', '-12.43%', '55.41%', '2.21M', '3,414,810', '-0.23%', '20.40%', '11.50%']
[['BFS'], '-', '1.04B', '30.60M', '237.60M', '10.89', '0.63', '2.20', '5.06%', '60', '2.30', '33.39', '-', '4.39', '4.36', '3.99', '69.51', '27.18', '-', '-', '4.40', '4.40', '-3.77%', '-3.98%', '7.76%', '1.80%', '14.00%', '3.80%', '74.10%', '21.80%', '12.90%', '162.80%', '23.62M', '12.88M', '1.00%', '3.95', '48.33', '-9.09%', '85.10%', '32.61K', '126,136', '9.91%', '67.75%', '37.25%'],
[['BGS'], '-', '1.94B', '110.80M', '1.98B', '12.99', '0.62', '1.90', '6.33%', '3207', '3.10', '17.61', '14.02', '-', '0.98', '2.31', '48.19', '-', '1.00', '3.40', '0.00', '2.76', '0.91%', '0.49%', '-1.89%', '3.00%', '13.20%', '7.30%', '23.90%', '12.80%', '5.60%', '110.90%', '64.78M', '56.01M', '22.30%', '15.40', '28.25', '-37.29%', '18.76%', '810.88K', '1,345,411', '-9.26%', '11.11%', '8.19%']
[['BHE'], '-', '955.49M', '28.90M', '2.10B', '27.05', '10.46', '0.66', '2.44%', '11234', '1.70', '34.21', '18.04', '2.73', '0.46', '1.00', '2.59', '10.91', '1.50', '2.20', '0.14', '0.13', '0.75%', '2.83%', '-4.24%', '1.60%', '2.90%', '1.90%', '8.90%', '2.10%', '1.40%', '80.80%', '35.75M', '35.07M', '2.43%', '4.73', '35.67', '-16.89%', '44.32%', '179.85K', '704,306', '-11.83%', '26.15%', '0.19%'],
[['BHLB'], '-', '1.22B', '76.60M', '363.40M', '23.36', '37.48', '0.48', '1.94%', '1505', '3.00', '16.28', '17.26', '1.63', '3.37', '1.06', '0.66', '15.40', '-', '-', '0.09', '0.09', '-1.44%', '-6.47%', '5.88%', '0.60%', '6.00%', '26.00%', '-', '81.70%', '19.50%', '34.10%', '50.32M', '46.39M', '3.56%', '4.53', '28.50', '-14.70%', '189.01%', '364.25K', '1,832,970', '5.37%', '137.14%', '44.33%']
[['BIG'], '-', '1.58B', '260.20M', '6.20B', '33.92', '8.87', '1.20', '2.52%', '10800', '2.80', '6.75', '7.79', '-', '0.25', '1.41', '5.38', '-', '0.50', '1.40', '0.00', '0.00', '-5.01%', '-13.66%', '-19.71%', '6.50%', '21.00%', '48.60%', '39.90%', '5.60%', '4.20%', '16.50%', '34.00M', '32.23M', '16.07%', '6.97', '55.63', '-34.89%', '13.39%', '743.36K', '1,362,132', '-32.50%', '5.30%', '11.06%']
[['BJRI'], '-', '966.62M', '-21.40M', '909.50M', '14.42', '3.69', '-', '-', '22500', '2.40', '-', '18.08', '-', '1.06', '2.81', '10.98', '20.74', '0.60', '0.70', '0.24', '0.24', '0.89%', '-2.18%', '-16.64%', '-2.00%', '-6.80%', '-12.70%', '37.60%', '-3.50%', '-2.40%', '-', '23.25M', '22.37M', '7.44%', '5.80', '52.46', '-36.01%', '47.78%', '287.19K', '537,845', '-32.60%', '17.73%', '5.43%'],
[['BKE'], '-', '2.11B', '215.90M', '1.16B', '9.76', '8.10', '1.32', '3.21%', '2700', '3.00', '9.38', '10.16', '-', '1.81', '4.22', '5.08', '15.08', '2.00', '2.40', '0.00', '0.00', '2.47%', '-2.81%', '3.87%', '24.00%', '49.20%', '32.10%', '49.00%', '24.20%', '18.50%', '21.10%', '48.95M', '29.72M', '18.67%', '9.96', '-', '-18.97%', '122.03%', '557.35K', '811,811', '0.46%', '101.89%', '40.92%'],
[['BKU'], '-', '3.78B', '345.50M', '992.90M', '34.36', '11.25', '0.92', '2.29%', '1465', '2.50', '10.67', '11.48', '1.11', '3.81', '1.17', '3.57', '3.81', '-', '-', '0.23', '0.23', '-2.77%', '-1.68%', '-3.44%', '1.00%', '11.40%', '18.90%', '-', '83.70%', '34.80%', '24.40%', '93.24M', '92.46M', '2.16%', '3.68', '47.14', '-20.84%', '95.61%', '542.24K', '1,965,269', '-16.13%', '72.35%', '15.41%']
[['BLFS'], '-', '1.98B', '3.30M', '74.10M', '11.88', '1.83', '-', '-', '193', '2.10', '848.04', '382.98', '84.80', '26.69', '4.00', '25.96', '-', '3.20', '4.10', '0.03', '0.01', '-9.22%', '-2.83%', '16.44%', '1.10%', '1.20%', '-1.10%', '49.10%', '-15.60%', '4.40%', '0.00%', '38.07M', '36.47M', '6.86%', '5.52', '60.71', '-21.72%', '93.36%', '453.61K', '1,119,369', '22.52%', '86.75%', '19.05%']
[['BLMN'], '-', '2.34B', '119.60M', '3.65B', '1.64', '1.10', '-', '-', '77000', '1.90', '25.13', '9.00', '-', '0.64', '15.49', '23.09', '6.89', '0.20', '0.30', '5.81', '5.73', '-1.07%', '-1.70%', '0.30%', '3.60%', '246.30%', '-9.10%', '70.30%', '5.30%', '3.30%', '0.00%', '89.08M', '88.06M', '16.37%', '9.37', '34.79', '-22.55%', '86.02%', '1.54M', '2,385,195', '-10.43%', '62.05%', '30.84%']
[['BMI'], '-', '3.00B', '55.70M', '466.60M', '13.12', '1.96', '0.72', '0.70%', '1602', '2.90', '51.35', '48.10', '3.45', '6.43', '7.82', '52.31', '58.19', '1.80', '3.00', '0.00', '0.00', '-1.99%', '0.49%', '5.01%', '11.70%', '15.20%', '13.70%', '40.40%', '15.60%', '11.90%', '37.60%', '29.11M', '28.95M', '4.01%', '11.41', '95.25', '-8.16%', '65.35%', '101.63K', '546,839', '8.08%', '60.44%', '9.13%'],
[['BNED'], '-', '569.43M', '-129.50M', '1.47B', '4.98', '0.15', '-', '-', '2761', '2.00', '-', '25.15', '-', '0.39', '2.20', '74.92', '21.01', '0.30', '1.10', '0.79', '0.60', '20.79%', '27.95%', '47.96%', '-10.60%', '-40.40%', '-25.80%', '19.20%', '-10.80%', '-8.80%', '-', '51.47M', '37.46M', '5.27%', '3.14', '10.50', '-4.04%', '429.78%', '628.26K', '1,275,941', '18.14%', '386.22%', '135.27%']
[['BOOM'], '-', '742.31M', '2.20M', '233.50M', '19.71', '9.62', '-', '-', '531', '1.50', '305.27', '29.77', '15.26', '3.18', '2.00', '4.09', '206.20', '4.00', '5.00', '0.00', '0.00', '-0.89%', '-9.40%', '-23.94%', '0.70%', '0.90%', '-0.20%', '23.80%', '1.10%', '0.90%', '0.00%', '18.71M', '18.41M', '5.64%', '6.67', '58.00', '-43.74%', '33.31%', '155.63K', '384,893', '-28.40%', '16.27%', '-8.95%'],
[['BOOT'], '-', '2.74B', '100.50M', '1.05B', '14.98', '1.65', '-', '-', '1500', '2.10', '27.21', '23.25', '1.55', '2.60', '6.10', '55.25', '18.23', '0.30', '1.50', '0.15', '0.14', '5.90%', '7.66%', '33.48%', '11.00%', '26.30%', '13.20%', '35.30%', '13.10%', '9.60%', '0.00%', '29.36M', '29.16M', '7.67%', '5.73', '100.00', '-2.01%', '252.68%', '390.18K', '598,833', '39.30%', '210.39%', '110.75%'],
[['BRC'], '-', '2.58B', '128.80M', '1.14B', '18.50', '2.82', '0.88', '1.78%', '5700', '2.00', '20.07', '14.17', '2.87', '2.25', '2.67', '17.52', '19.44', '1.30', '1.80', '0.00', '0.04', '-4.50%', '-6.77%', '-7.39%', '10.30%', '13.90%', '13.10%', '49.00%', '14.60%', '11.30%', '35.50%', '52.07M', '46.72M', '1.82%', '4.34', '66.00', '-20.09%', '31.71%', '196.37K', '683,388', '-10.50%', '16.31%', '-6.57%'],
[['BRKL'], '-', '1.18B', '103.40M', '318.10M', '12.44', '4.44', '0.48', '3.23%', '780', '2.20', '11.29', '12.25', '1.88', '3.70', '1.19', '3.34', '10.64', '-', '-', '0.16', '0.16', '1.50%', '2.79%', '2.27%', '1.20%', '10.90%', '22.10%', '-', '88.00%', '32.50%', '35.30%', '78.15M', '76.14M', '1.56%', '4.31', '17.75', '-13.36%', '82.66%', '275.26K', '1,539,160', '-5.17%', '64.27%', '23.34%']
[['BSIG'], '-', '2.12B', '210.30M', '604.20M', '10.89', '14.70', '0.04', '0.15%', '800', '2.20', '10.34', '16.08', '0.43', '3.51', '2.44', '1.80', '39.50', '-', '-', '0.00', '0.52', '-1.54%', '3.00%', '19.59%', '53.10%', '197.70%', '44.30%', '-', '64.20%', '-', '0.40%', '79.35M', '79.16M', '1.67%', '3.19', '28.75', '-4.15%', '114.82%', '414.16K', '972,173', '33.65%', '99.62%', '37.60%'],
[['CADE'], '-', '2.65B', '456.10M', '644.00M', '17.66', '17.34', '0.60', '2.83%', '1818', '2.60', '5.82', '12.23', '-', '4.12', '1.20', '1.22', '28.63', '-', '-', '0.08', '0.08', '0.39%', '4.98%', '4.61%', '2.40%', '21.50%', '13.10%', '-', '-', '70.80%', '11.70%', '124.73M', '121.08M', '3.12%', '4.67', '22.50', '-11.26%', '174.13%', '809.95K', '3,393,889', '-5.53%', '141.89%', '29.05%']
[['CAL'], '-', '872.20M', '-22.70M', '2.53B', '6.53', '1.40', '0.28', '1.26%', '8400', '2.00', '-', '6.57', '-', '0.34', '3.41', '15.95', '5.24', '0.20', '0.80', '1.24', '0.41', '-6.13%', '-7.45%', '5.45%', '-1.10%', '-9.40%', '-64.00%', '42.70%', '1.80%', '-0.80%', '-', '36.88M', '36.72M', '6.95%', '4.98', '30.50', '-24.21%', '193.92%', '511.92K', '1,137,923', '17.85%', '103.94%', '42.17%']
[['CALM'], '-', '1.57B', '2.10M', '1.35B', '20.86', '3.83', '0.03', '0.08%', '3286', '3.00', '867.56', '31.39', '-', '1.17', '1.71', '9.28', '-', '3.30', '5.80', '0.00', '0.00', '-1.69%', '0.02%', '-5.24%', '0.20%', '0.20%', '-1.40%', '12.20%', '-1.90%', '0.20%', '0.00%', '48.55M', '32.74M', '14.12%', '14.82', '39.00', '-17.73%', '5.08%', '312.07K', '1,153,246', '-15.85%', '-9.61%', '-5.25%']
[['CAMP'], '-', '371.99M', '-12.70M', '308.00M', '2.75', '-', '-', '-', '983', '2.00', '-', '17.57', '-', '1.21', '3.85', '-', '32.92', '1.90', '2.10', '1.96', '1.92', '-6.13%', '-9.53%', '-9.71%', '-9.90%', '-42.90%', '-2.60%', '40.20%', '0.60%', '-14.20%', '-', '34.84M', '34.27M', '2.87%', '5.56', '15.58', '-27.09%', '50.93%', '176.89K', '782,827', '-8.40%', '25.06%', '6.65%'],
[['CARA'], '-', '778.36M', '8.40M', '123.30M', '4.06', '3.04', '-', '-', '80', '1.90', '142.52', '-', '-', '6.31', '3.76', '5.02', '50.22', '10.80', '10.80', '0.00', '0.00', '2.81%', '12.28%', '-8.61%', '3.80%', '4.10%', '2.40%', '-', '-', '6.80%', '0.00%', '50.06M', '43.32M', '8.93%', '2.53', '26.33', '-48.56%', '35.92%', '1.53M', '1,673,174', '-22.31%', '3.25%', '0.79%']
[['CASH'], '-', '1.65B', '136.60M', '282.20M', '27.94', '23.56', '0.20', '0.38%', '1015', '1.70', '12.11', '10.78', '-', '5.85', '1.86', '2.21', '2.65', '-', '-', '0.11', '0.11', '4.59%', '5.25%', '13.23%', '1.80%', '16.20%', '24.30%', '-', '84.20%', '48.40%', '4.70%', '31.32M', '29.94M', '3.79%', '7.23', '60.50', '-4.89%', '186.23%', '157.19K', '525,811', '6.32%', '169.05%', '42.18%'],
[['CATO'], '-', '398.34M', '9.30M', '727.00M', '12.81', '9.35', '0.44', '2.56%', '7400', '-', '36.22', '-', '3.62', '0.55', '1.34', '1.84', '4.34', '1.40', '1.70', '0.00', '0.00', '1.52%', '3.56%', '25.39%', '3.60%', '8.30%', '-32.10%', '37.30%', '1.80%', '3.00%', '10.70%', '21.37M', '19.25M', '3.97%', '6.41', '-', '-6.74%', '182.87%', '119.32K', '295,899', '47.64%', '105.63%', '79.04%'],
[['CBU'], '-', '3.69B', '189.60M', '388.10M', '38.16', '40.92', '1.72', '2.56%', '2807', '3.00', '19.20', '21.80', '2.40', '9.51', '1.76', '1.64', '55.02', '-', '-', '0.00', '0.00', '-6.11%', '-7.31%', '-8.43%', '1.30%', '9.20%', '15.00%', '-', '98.60%', '48.90%', '47.40%', '54.01M', '53.16M', '3.26%', '10.25', '75.75', '-18.66%', '28.18%', '168.92K', '920,287', '-15.74%', '16.59%', '7.74%'],
[['CCOI'], '-', '3.55B', '4.80M', '580.90M', '-7.27', '7.72', '3.22', '4.40%', '1083', '2.40', '717.35', '61.54', '-', '6.10', '-', '9.48', '-', '4.80', '4.80', '-', '-', '0.48%', '-2.05%', '6.42%', '0.50%', '-1.60%', '12.70%', '61.70%', '16.10%', '0.80%', '-', '46.23M', '41.89M', '2.41%', '5.10', '83.00', '-8.54%', '37.54%', '197.78K', '1,19,670', '13.62%', '14.65%', '22.21%']
[['CCRN'], '-', '801.57M', '34.30M', '1.07B', '5.23', '0.47', '-', '-', '1450', '2.50', '22.48', '27.43', '2.27', '0.75', '3.98', '44.29', '-', '2.30', '2.30', '0.60', '0.58', '0.55%', '12.28%', '48.77%', '8.30%', '20.50%', '-4.30%', '23.00%', '3.90%', '3.20%', '0.00%', '36.62M', '35.86M', '2.04%', '2.36', '20.00', '-4.93%', '264.62%', '309.41K', '542,129', '62.02%', '228.65%', '134.72%'],
[['CCS'], '-', '2.22B', '361.10M', '3.83B', '44.12', '12.32', '0.60', '0.92%', '1403', '1.70', '6.11', '4.38', '0.67', '0.58', '1.48', '5.29', '7.34', '-', '-', '0.71', '0.61', '-5.12%', '-2.47%', '5.54%', '12.80%', '27.10%', '10.80%', '23.80%', '14.10%', '9.40%', '1.40%', '33.74M', '29.84M', '7.17%', '5.18', '100.00', '-21.65%', '76.95%', '412.50K', '590,257', '6.24%', '65.33%', '48.90%'],
[['CEIX'], '-', '765.59M', '36.40M', '1.18B', '17.21', '4.64', '-', '-', '1494', '2.00', '22.14', '17.77', '-', '0.65', '1.41', '5.22', '4.84', '0.80', '1.00', '1.22', '1.12', '1.44%', '11.15%', '76.19%', '1.40%', '6.80%', '2.50%', '92.60%', '7.10%', '3.10%', '0.00%', '34.45M', '33.81M', '4.45%', '3.78', '24.33', '-14.31%', '561.75%', '398.33K', '1,484,204', '141.72%', '362.21%', '235.92%']
[['CELH'], '-', '6.66B', '11.00M', '187.60M', '2.55', '1.17', '-', '-', '154', '2.00', '647.78', '222.63', '8.83', '35.49', '36.58', '79.45', '-', '2.60', '3.80', '0.00', '0.00', '14.41%', '25.46%', '53.48%', '6.80%', '8.80%', '7.60%', '44.70%', '5.00%', '5.80%', '0.00%', '73.16M', '38.14M', '6.61%', '2.65', '93.00', '-4.06%', '398.56%', '951.37K', '3,651,469', '101.77%', '325.16%', '85.41%']
[['CENT'], '-', '2.43B', '168.30M', '3.24B', '22.98', '9.95', '-', '-', '5600', '1.80', '15.38', '15.32', '2.05', '0.75', '2.04', '4.71', '8.67', '2.10', '3.30', '0.95', '0.95', '2.28%', '-2.11%', '-4.73%', '6.30%', '14.80%', '9.20%', '29.40%', '8.00%', '5.20%', '0.00%', '53.98M', '49.77M', '1.21%', '7.78', '53.50', '-25.51%', '30.31%', '77.25K', '354,514', '-11.00%', '22.83%', '21.37%'],
[['CENTA'], '-', '1.76B', '-', '3.24B', '19.71', '-', '-', '-', '7000', '2.00', '17.51', '13.76', '2.97', '0.54', '2.12', '-', '-', '-', '-', '-', '-', '0.96%', '-3.12%', '-6.93%', '-', '-', '-', '-', '-', '-', '-', '42.22M', '-', '-', '3.36', '57.25', '-25.30%', '25.87%', '200.09K', '537,022', '-12.60%', '18.40%', '14.78%'],
[['CENX'], '-', '1.14B', '-268.80M', '1.75B', '4.11', '0.10', '-', '-', '2078', '2.50', '-', '7.34', '-', '0.65', '3.17', '126.62', '-', '0.40', '1.20', '1.04', '0.89', '6.21%', '5.08%', '-3.12%', '-19.30%', '-56.10%', '-9.10%', '-1.60%', '-5.80%', '-15.30%', '-', '90.10M', '50.50M', '11.43%', '3.69', '17.00', '-33.52%', '107.81%', '1.57M', '4,279,618', '-21.32%', '39.36%', '18.13%']
[['CEVA'], '-', '1.04B', '-3.40M', '109.00M', '11.61', '5.54', '-', '-', '404', '2.10', '-', '50.66', '-', '9.55', '3.91', '8.19', '126.90', '5.50', '5.50', '0.00', '0.00', '-1.77%', '-0.68%', '-10.18%', '-1.10%', '-1.30%', '-2.20%', '89.80%', '2.50%', '-3.10%', '-', '22.82M', '21.98M', '3.04%', '4.74', '60.29', '-45.99%', '27.29%', '141.09K', '490,185', '-20.16%', '23.71%', '-0.35%'],
[['CFFN'], '-', '1.55B', '75.80M', '266.00M', '9.13', '1.19', '0.34', '3.11%', '793', '3.00', '19.66', '21.68', '3.93', '5.82', '1.20', '9.17', '-', '-', '-', '0.00', '0.00', '-2.90%', '-2.73%', '-10.38%', '0.80%', '6.00%', '13.50%', '-', '68.50%', '28.50%', '61.00%', '135.50M', '128.90M', '3.92%', '11.47', '12.50', '-21.42%', '30.47%', '440.96K', '1,680,486', '-17.46%', '21.58%', '-9.60%']
[['CHCO'], '-', '1.18B', '83.50M', '167.20M', '44.66', '40.49', '2.32', '3.07%', '926', '3.00', '14.24', '15.75', '1.78', '7.08', '1.69', '1.87', '55.85', '-', '-', '0.00', '0.00', '-1.17%', '-0.69%', '-0.88%', '1.40%', '12.00%', '19.00%', '-', '92.10%', '49.90%', '43.30%', '15.57M', '14.58M', '3.18%', '8.07', '80.00', '-14.61%', '37.31%', '57.38K', '310,760', '-10.11%', '24.73%', '8.64%'],
[['CHCT'], '-', '1.23B', '19.40M', '83.60M', '19.70', '0.19', '1.72', '3.57%', '28', '2.20', '56.07', '42.81', '-', '14.74', '2.44', '256.65', '236.91', '-', '-', '0.57', '0.57', '-0.10%', '-1.15%', '0.57%', '2.80%', '4.40%', '4.30%', '82.50%', '36.50%', '23.20%', '198.40%', '23.20M', '23.04M', '1.27%', '3.22', '54.25', '-8.34%', '12.97%', '90.61K', '317,261', '4.92%', '2.69%', '2.23%'],
[['CHEF'], '-', '1.19B', '-65.30M', '1.24B', '9.04', '3.76', '-', '-', '2221', '2.00', '-', '37.26', '-', '0.96', '3.37', '8.11', '-', '1.80', '2.50', '1.21', '1.19', '5.23%', '5.85%', '2.71%', '-6.60%', '-18.90%', '-8.30%', '22.10%', '-6.10%', '-5.30%', '-', '36.83M', '33.41M', '9.51%', '10.38', '38.80', '-14.41%', '146.48%', '305.96K', '794,042', '-2.90%', '72.95%', '18.49%'],
[['CHRS'], '-', '1.38B', '-165.20M', '394.60M', '2.07', '5.80', '-', '-', '311', '2.10', '-', '-', '-', '3.49', '8.48', '3.03', '17.62', '2.20', '2.30', '2.60', '1.84', '12.17%', '23.43%', '13.78%', '-21.50%', '-80.50%', '22.30%', '88.60%', '-35.80%', '-41.90%', '-', '75.56M', '67.70M', '14.35%', '15.14', '25.71', '-20.96%', '43.82%', '641.59K', '3,593,353', '13.73%', '-7.92%', '1.04%']
[['CHS'], '-', '601.80M', '-117.90M', '1.60B', '1.60', '1.07', '-', '-', '4000', '3.00', '-', '10.83', '-', '0.38', '2.94', '4.39', '33.43', '0.60', '1.10', '0.80', '0.80', '-11.65%', '-19.15%', '20.13%', '-9.20%', '-62.60%', '-113.70%', '28.90%', '-7.00%', '-7.40%', '-', '117.02M', '112.34M', '7.33%', '4.15', '5.63', '-35.39%', '418.09%', '1.99M', '5,899,541', '27.99%', '313.16%', '196.23%']
[['CHUY'], '-', '617.47M', '22.80M', '356.60M', '13.18', '5.71', '-', '-', '6100', '2.70', '27.37', '20.21', '1.82', '1.73', '2.36', '5.44', '13.81', '2.50', '2.50', '0.00', '0.00', '-0.29%', '-4.88%', '-15.78%', '4.60%', '9.20%', '-1.30%', '76.10%', '7.00%', '6.40%', '0.00%', '19.98M', '19.81M', '5.05%', '9.25', '37.83', '-37.87%', '65.83%', '108.24K', '250,513', '-29.25%', '49.33%', '17.25%'],
[['CIR'], '-', '668.69M', '-93.60M', '766.00M', '9.05', '3.46', '-', '-', '3138', '1.70', '-', '10.94', '-', '0.87', '3.54', '9.26', '50.66', '1.60', '2.40', '0.00', '2.80', '-5.36%', '0.00%', '-7.96%', '-8.50%', '-47.20%', '-16.20%', '31.30%', '1.30%', '-12.40%', '-', '20.23M', '19.86M', '2.24%', '3.62', '44.25', '-25.90%', '29.33%', '122.97K', '237,758', '-9.14%', '17.30%', '-16.73%'],
