Ticker,IndexMarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEGPriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,,,
[['USPH'], '-', '1.49B', '29.90M', '465.70M', '22.00', '1.58', '1.40', '1.21%', '2755', '2.20', '49.76', '34.62', '4.15', '3.20', '5.25', '73.07', '18.43', '1.10', '1.10', '0.14', '0.14', '1.40%', '1.57%', '-1.74%', '5.00%', '10.90%', '17.80%', '25.70%', '17.40%', '6.40%', '15.10%', '12.90M', '12.66M', '5.56%', '11.50', '133.25', '-19.57%', '54.50%', '61.24K', '159,755', '-2.95%', '26.01%', '-3.91%'],
[['UTL'], '-', '753.51M', '35.50M', '439.70M', '26.71', '0.31', '1.52', '3.28%', '510', '2.70', '19.74', '18.11', '3.08', '1.71', '1.74', '150.70', '-', '0.80', '0.90', '1.38', '1.26', '-5.56%', '-8.56%', '-4.86%', '2.40%', '9.00%', '6.30%', '51.30%', '17.50%', '8.10%', '64.30%', '15.00M', '14.75M', '1.49%', '3.18', '53.67', '-21.83%', '41.37%', '69.07K', '282,672', '-3.13%', '18.23%', '4.74%'],
[['UVE'], '-', '408.67M', '27.50M', '1.13B', '15.39', '9.11', '0.64', '4.93%', '909', '3.00', '14.79', '5.25', '-', '0.36', '0.84', '1.43', '5.20', '-', '-', '0.02', '0.01', '-5.23%', '-5.67%', '-9.26%', '1.40%', '5.90%', '3.70%', '-', '3.20%', '2.40%', '72.60%', '31.24M', '28.16M', '2.14%', '4.06', '-', '-21.96%', '20.93%', '148.24K', '522,678', '-16.52%', '-20.83%', '-14.03%'],
[['UVV'], '-', '1.18B', '86.50M', '2.02B', '52.80', '3.43', '3.12', '6.51%', '20000', '-', '13.76', '-', '-', '0.59', '0.91', '13.99', '-', '1.50', '4.50', '0.52', '0.40', '-3.26%', '-5.72%', '-10.25%', '3.70%', '6.80%', '6.10%', '20.20%', '7.40%', '4.30%', '87.90%', '24.70M', '23.99M', '1.98%', '4.25', '-', '-21.38%', '23.44%', '111.94K', '403,282', '-18.88%', '11.31%', '-1.42%'],
[['VBTX'], '-', '1.82B', '107.00M', '307.30M', '25.73', '30.71', '0.80', '2.21%', '636', '1.60', '16.92', '13.08', '2.42', '5.91', '1.41', '1.18', '12.85', '-', '-', '0.21', '0.21', '2.18%', '5.68%', '13.44%', '1.20%', '8.70%', '13.30%', '-', '83.50%', '34.80%', '31.50%', '49.48M', '47.71M', '2.02%', '4.57', '41.20', '-4.63%', '133.44%', '210.93K', '1,120,655', '8.34%', '106.32%', '41.19%']
[['VCEL'], '-', '2.55B', '8.80M', '151.60M', '3.26', '1.85', '-', '-', '273', '1.70', '342.32', '115.38', '-', '16.82', '15.86', '28.01', '102.38', '5.30', '5.80', '0.00', '0.00', '-3.46%', '-0.92%', '5.80%', '4.40%', '6.50%', '1.60%', '69.90%', '5.80%', '5.80%', '0.00%', '46.40M', '46.09M', '8.54%', '9.56', '65.04', '-25.02%', '190.78%', '411.38K', '1,101,435', '-13.10%', '172.34%', '67.39%']
[['VECO'], '-', '1.13B', '9.30M', '531.10M', '8.69', '6.44', '-', '-', '993', '1.70', '127.18', '14.05', '-', '2.13', '2.55', '3.43', '35.01', '2.60', '3.60', '0.77', '0.77', '-0.93%', '-0.37%', '2.76%', '1.00%', '2.30%', '2.00%', '41.60%', '6.70%', '1.80%', '0.00%', '50.18M', '49.24M', '6.66%', '11.88', '29.17', '-13.89%', '97.06%', '276.25K', '657,192', '4.44%', '77.32%', '27.48%'],
[['VG'], '-', '4.16B', '-24.30M', '1.32B', '2.46', '0.16', '-', '-', '2198', '2.00', '-', '75.85', '-', '3.14', '6.69', '103.99', '33.49', '-', '0.80', '0.76', '0.76', '15.13%', '16.21%', '21.17%', '-1.70%', '-4.10%', '-0.40%', '53.40%', '0.80%', '-1.80%', '-', '251.43M', '240.22M', '8.92%', '10.74', '17.32', '0.61%', '72.90%', '2.00M', '5,230,324', '36.48%', '62.81%', '27.84%']
[['VGR'], '-', '1.94B', '192.70M', '2.38B', '-3.89', '4.13', '0.80', '6.47%', '1275', '3.00', '9.79', '10.02', '0.75', '0.82', '-', '2.99', '625.04', '2.00', '2.30', '-', '-', '-13.47%', '-11.52%', '-9.08%', '13.60%', '-30.00%', '25.50%', '32.00%', '15.90%', '8.10%', '63.20%', '152.28M', '130.26M', '2.83%', '7.24', '15.00', '-19.21%', '37.22%', '509.61K', '1,352,019', '-15.33%', '21.04%', '6.18%']
[['VIAV'], '-', '3.68B', '46.10M', '1.20B', '3.39', '3.02', '-', '-', '3600', '2.20', '80.56', '17.69', '5.37', '3.07', '4.68', '5.26', '19.25', '1.40', '1.60', '0.89', '0.35', '-3.36%', '-3.63%', '-2.34%', '2.40%', '5.90%', '5.40%', '59.60%', '11.90%', '3.80%', '0.00%', '228.40M', '226.92M', '6.64%', '10.44', '20.63', '-12.51%', '39.64%', '1.44M', '3,529,260', '-3.88%', '30.08%', '5.98%']
[['VICR'], '-', '5.67B', '51.50M', '346.60M', '9.01', '5.30', '-', '-', '1049', '2.20', '113.69', '52.21', '5.68', '16.36', '14.49', '24.62', '224.15', '5.90', '7.00', '0.00', '0.00', '4.93%', '10.90%', '33.07%', '12.50%', '14.20%', '4.80%', '48.60%', '15.10%', '14.80%', '0.00%', '43.55M', '21.75M', '4.14%', '7.87', '124.60', '0.87%', '77.07%', '114.44K', '338,310', '48.62%', '60.98%', '41.53%'],
[['VIVO'], '-', '858.60M', '71.20M', '305.80M', '7.43', '1.63', '-', '-', '560', '1.50', '12.34', '17.75', '0.73', '2.81', '2.69', '12.27', '16.67', '3.40', '5.30', '0.16', '0.16', '0.68%', '0.71%', '-6.97%', '16.60%', '24.60%', '15.20%', '63.70%', '31.10%', '23.30%', '0.00%', '43.33M', '43.12M', '8.24%', '8.36', '28.67', '-34.75%', '34.32%', '425.13K', '736,990', '-22.33%', '28.29%', '7.01%'],
[['VNDA'], '-', '963.95M', '32.40M', '258.50M', '8.66', '6.97', '-', '-', '292', '1.00', '29.33', '28.25', '0.39', '3.73', '1.96', '2.43', '17.43', '6.20', '6.20', '0.00', '0.00', '2.71%', '-2.35%', '0.97%', '6.00%', '7.00%', '4.20%', '90.40%', '15.80%', '12.50%', '0.00%', '55.58M', '54.19M', '9.02%', '10.80', '24.00', '-22.47%', '88.33%', '452.50K', '948,231', '-2.98%', '70.69%', '29.00%'],
[['VRA'], '-', '341.65M', '23.70M', '523.40M', '9.30', '1.52', '-', '-', '2450', '2.80', '14.30', '9.59', '0.88', '0.65', '1.06', '6.48', '22.78', '1.50', '3.60', '0.00', '0.00', '-8.56%', '-11.13%', '-4.60%', '1.70%', '2.80%', '2.90%', '55.60%', '2.50%', '1.70%', '0.00%', '33.59M', '25.59M', '3.64%', '3.67', '14.25', '-27.46%', '63.31%', '253.75K', '1,7,771', '-13.41%', '27.65%', '24.12%']
[['VREX'], '-', '1.16B', '-17.70M', '761.80M', '11.97', '3.21', '-', '-', '2000', '1.70', '-', '20.61', '-', '1.52', '2.42', '9.01', '84.40', '1.70', '3.00', '0.98', '0.91', '1.15%', '4.25%', '22.82%', '-1.50%', '-3.90%', '-2.30%', '32.00%', '4.60%', '-2.30%', '-', '39.40M', '39.11M', '8.81%', '13.64', '37.25', '-3.44%', '155.16%', '252.51K', '1,789,697', '29.11%', '134.17%', '73.38%']
[['VRTS'], '-', '2.49B', '172.50M', '787.30M', '101.44', '46.15', '3.28', '1.02%', '581', '2.00', '14.95', '7.54', '0.44', '3.16', '3.17', '6.97', '5.75', '1.70', '1.70', '2.97', '2.97', '2.81%', '8.95%', '23.33%', '4.80%', '23.80%', '3.20%', '-', '30.50%', '21.90%', '14.60%', '7.70M', '7.25M', '2.25%', '3.47', '400.00', '-1.34%', '148.64%', '47.03K', '96,085', '25.47%', '131.08%', '48.21%'],
[['VRTV'], '-', '1.30B', '100.80M', '6.45B', '37.20', '2.29', '-', '-', '6400', '1.00', '14.20', '11.21', '-', '0.20', '2.31', '37.45', '13.71', '1.30', '2.00', '0.92', '0.90', '-2.48%', '13.93%', '80.97%', '4.30%', '17.70%', '3.30%', '20.50%', '2.00%', '1.60%', '0.00%', '15.58M', '14.14M', '3.02%', '3.02', '98.00', '-12.61%', '597.40%', '141.31K', '559,698', '117.94%', '442.91%', '312.60%'],
[['VSTO'], '-', '2.32B', '328.30M', '2.41B', '13.78', '3.74', '-', '-', '5900', '1.70', '7.60', '8.62', '2.49', '0.96', '3.02', '11.11', '8.77', '1.70', '3.10', '0.62', '0.62', '1.77%', '1.02%', '19.13%', '20.00%', '47.40%', '23.70%', '31.10%', '15.80%', '13.60%', '0.00%', '58.12M', '56.22M', '4.18%', '2.96', '54.78', '-12.72%', '129.94%', '794.39K', '1,194,347', '20.46%', '118.85%', '74.92%']
[['VTOL'], '-', '893.75M', '-141.80M', '1.21B', '30.09', '8.64', '-', '-', '3167', '2.00', '-', '12.10', '-', '0.74', '1.05', '3.65', '7.14', '1.60', '2.00', '0.63', '0.61', '-2.02%', '9.01%', '14.46%', '-6.90%', '-15.10%', '-9.00%', '24.10%', '-10.90%', '-11.70%', '-', '28.67M', '27.51M', '1.42%', '2.42', '35.00', '-16.96%', '61.98%', '161.55K', '2,360,183', '20.77%', '31.65%', '19.95%']
[['VVI'], '-', '898.96M', '-173.60M', '178.80M', '0.92', '1.77', '-', '-', '1697', '2.00', '-', '24.88', '-', '5.03', '46.64', '24.30', '-', '0.70', '0.80', '21.13', '20.96', '-0.33%', '-3.35%', '2.65%', '-19.50%', '-227.80%', '-91.60%', '-72.80%', '-88.80%', '-97.50%', '-', '20.40M', '20.10M', '4.98%', '7.58', '58.00', '-17.48%', '132.57%', '132.11K', '282,911', '0.37%', '84.80%', '18.63%'],
[['WABC'], '-', '1.51B', '86.60M', '170.90M', '31.35', '35.04', '1.64', '2.97%', '712', '2.70', '17.12', '18.38', '5.71', '8.81', '1.76', '1.57', '36.21', '-', '-', '0.00', '0.00', '-1.44%', '-1.99%', '-7.20%', '1.30%', '10.40%', '16.30%', '-', '98.90%', '50.70%', '50.90%', '26.86M', '25.80M', '2.83%', '8.10', '67.33', '-17.50%', '7.47%', '90.05K', '389,361', '-13.90%', '-1.25%', '-0.25%'],
[['WD'], '-', '3.58B', '242.70M', '1.10B', '41.70', '10.20', '2.00', '1.79%', '988', '1.70', '14.42', '13.86', '1.44', '3.25', '2.68', '10.97', '32.39', '-', '-', '1.67', '1.63', '4.40%', '8.03%', '11.78%', '5.70%', '20.00%', '6.10%', '-', '30.30%', '22.00%', '21.80%', '31.02M', '29.34M', '1.88%', '4.49', '134.00', '-2.84%', '137.95%', '122.90K', '610,677', '9.23%', '109.12%', '21.63%'],
[['WDFC'], '-', '3.14B', '81.10M', '484.50M', '14.78', '5.82', '2.88', '1.27%', '522', '3.30', '38.44', '39.46', '3.84', '6.48', '15.39', '39.06', '68.72', '2.40', '3.00', '0.58', '0.58', '-2.57%', '-5.58%', '-14.87%', '20.50%', '44.80%', '22.80%', '55.20%', '20.80%', '16.70%', '46.00%', '13.71M', '13.48M', '10.08%', '17.97', '242.33', '-31.80%', '23.89%', '75.56K', '205,940', '-23.40%', '16.90%', '-14.41%'],
[['WETF'], '-', '867.63M', '14.30M', '282.10M', '1.77', '1.55', '0.12', '2.02%', '227', '2.70', '78.29', '15.91', '5.22', '3.08', '3.36', '3.83', '-', '4.10', '4.10', '1.23', '1.23', '-3.07%', '-3.79%', '-1.75%', '1.50%', '5.30%', '7.50%', '-', '23.60%', '5.10%', '123.00%', '145.54M', '106.95M', '10.40%', '11.10', '7.02', '-19.38%', '94.44%', '1.00M', '4,229,062', '-6.30%', '76.04%', '11.21%']
[['WGO'], '-', '2.30B', '240.20M', '3.33B', '30.11', '12.19', '0.48', '0.70%', '5505', '2.10', '9.81', '8.45', '0.65', '0.69', '2.29', '5.66', '10.80', '1.70', '2.60', '0.52', '0.52', '-2.53%', '-1.74%', '-2.47%', '13.10%', '26.30%', '7.30%', '17.60%', '10.70%', '7.20%', '6.40%', '33.55M', '32.33M', '10.77%', '6.19', '86.63', '-21.12%', '55.74%', '562.86K', '922,222', '-15.24%', '41.13%', '15.18%'],
[['WIRE'], '-', '1.77B', '269.40M', '1.91B', '51.68', '7.53', '0.08', '0.09%', '1289', '1.50', '6.51', '10.77', '0.65', '0.93', '1.64', '11.23', '-', '4.10', '4.60', '0.00', '0.00', '-1.04%', '4.99%', '17.81%', '25.60%', '30.00%', '8.90%', '24.80%', '18.20%', '14.10%', '0.60%', '20.58M', '20.09M', '2.52%', '3.85', '112.50', '-5.31%', '86.67%', '131.56K', '290,190', '20.29%', '72.51%', '39.67%'],
[['WNC'], '-', '766.90M', '24.90M', '1.60B', '7.80', '2.51', '0.32', '2.21%', '5800', '2.20', '30.66', '10.18', '2.04', '0.48', '1.86', '5.78', '15.01', '1.20', '2.10', '1.05', '1.05', '-3.37%', '-1.59%', '-13.29%', '2.10%', '6.20%', '-8.70%', '12.00%', '3.30%', '1.60%', '66.90%', '51.27M', '49.33M', '7.44%', '10.11', '19.25', '-29.44%', '33.39%', '362.86K', '1,738,168', '-24.28%', '25.65%', '-15.84%']
[['WRE'], '-', '2.16B', '-36.50M', '226.40M', '15.11', '0.06', '0.68', '2.69%', '112', '3.00', '-', '-', '-', '9.52', '1.67', '399.09', '83.21', '-', '-', '0.77', '0.77', '0.74%', '2.65%', '7.51%', '-0.90%', '-1.60%', '-', '60.20%', '2.40%', '-9.10%', '-', '84.46M', '83.78M', '4.04%', '5.10', '24.33', '-6.65%', '48.97%', '663.91K', '1,565,438', '8.09%', '18.27%', '16.74%']
[['WRLD'], '-', '1.31B', '88.50M', '531.30M', '65.84', '1.26', '-', '-', '3175', '3.70', '14.47', '19.72', '9.65', '2.47', '2.99', '156.44', '7.03', '-', '-', '1.15', '1.15', '1.91%', '6.56%', '33.30%', '9.00%', '23.10%', '10.90%', '95.20%', '20.90%', '16.70%', '0.00%', '6.16M', '2.91M', '24.79%', '30.66', '96.50', '-5.88%', '138.62%', '23.54K', '56,901', '46.75%', '101.45%', '92.45%'],
[['WSFS'], '-', '2.15B', '271.70M', '488.90M', '39.64', '50.60', '0.52', '1.17%', '1838', '2.80', '7.97', '12.04', '0.66', '4.39', '1.12', '0.88', '-', '-', '-', '0.13', '0.13', '-0.24%', '0.01%', '-6.25%', '1.90%', '14.90%', '20.40%', '-', '-', '55.60%', '8.80%', '47.53M', '47.03M', '2.99%', '6.85', '53.00', '-19.43%', '80.81%', '205.16K', '775,836', '-14.43%', '61.85%', '-0.94%'],
[['WSR'], '-', '462.73M', '8.70M', '119.40M', '8.30', '0.48', '0.43', '4.36%', '91', '2.70', '49.05', '37.21', '-', '3.88', '1.19', '20.75', '24.23', '-', '-', '1.71', '1.71', '1.02%', '8.43%', '10.98%', '1.00%', '3.10%', '0.60%', '68.10%', '7.70%', '8.80%', '172.00%', '43.38M', '43.11M', '1.42%', '1.15', '-', '-5.47%', '75.44%', '531.42K', '2,131,073', '0.92%', '57.51%', '23.71%']
[['WTS'], '-', '5.67B', '141.30M', '1.67B', '33.07', '7.17', '1.04', '0.61%', '4465', '3.00', '40.67', '29.89', '5.08', '3.40', '5.12', '23.63', '29.96', '1.30', '2.10', '0.00', '0.17', '-0.24%', '6.27%', '25.86%', '8.00%', '13.20%', '10.10%', '42.10%', '12.90%', '8.50%', '22.70%', '33.80M', '27.29M', '2.16%', '4.95', '153.25', '-3.88%', '77.96%', '119.10K', '427,709', '40.15%', '64.55%', '39.23%'],
[['WWW'], '-', '2.71B', '-67.10M', '2.15B', '7.68', '4.18', '0.40', '1.22%', '3400', '1.80', '-', '11.63', '-', '1.26', '4.27', '7.83', '9.75', '1.40', '2.10', '1.13', '1.12', '-7.49%', '-5.32%', '-6.84%', '-2.90%', '-10.50%', '-7.60%', '41.90%', '-2.10%', '-3.10%', '-', '82.50M', '80.26M', '3.08%', '4.21', '46.10', '-26.78%', '35.82%', '587.35K', '1,786,339', '-18.77%', '26.15%', '4.83%']
[['XHR'], '-', '2.02B', '-126.50M', '379.40M', '12.93', '4.32', '-', '-', '36', '2.30', '-', '-', '-', '5.33', '1.35', '4.04', '-', '-', '-', '1.02', '1.02', '2.45%', '0.84%', '-1.83%', '-4.00%', '-8.40%', '-7.80%', '45.00%', '-46.80%', '-33.30%', '-', '113.81M', '113.12M', '2.80%', '5.92', '20.50', '-18.30%', '119.20%', '534.18K', '2,112,731', '-15.51%', '84.39%', '15.00%']
[['XNCR'], '-', '2.02B', '23.50M', '178.60M', '11.11', '7.68', '-', '-', '202', '1.80', '94.45', '-', '-', '11.34', '3.11', '4.50', '-', '10.50', '10.50', '0.00', '0.00', '4.54%', '6.33%', '-14.75%', '3.40%', '4.00%', '-13.40%', '-', '-20.70%', '13.20%', '0.00%', '58.25M', '57.44M', '4.60%', '12.54', '53.55', '-40.75%', '14.77%', '210.50K', '804,327', '-25.21%', '-17.92%', '-20.77%'],
[['XPER'], '-', '2.07B', '152.40M', '1.08B', '13.74', '1.89', '0.20', '1.02%', '1800', '2.00', '14.08', '12.22', '0.94', '1.92', '1.43', '10.40', '5.03', '2.80', '2.90', '0.54', '0.52', '-5.35%', '-4.51%', '-7.32%', '5.80%', '11.00%', '7.60%', '88.70%', '17.30%', '14.30%', '13.60%', '104.91M', '103.59M', '3.38%', '8.26', '28.00', '-21.61%', '77.88%', '423.92K', '1,821,234', '-19.79%', '56.21%', '-6.12%']
[['ZEUS'], '-', '273.93M', '51.90M', '1.65B', '30.79', '1.04', '0.08', '0.33%', '1705', '2.50', '5.42', '10.98', '0.16', '0.17', '0.80', '23.61', '-', '1.30', '3.00', '0.77', '0.77', '-7.24%', '-13.28%', '-2.50%', '7.20%', '16.30%', '0.40%', '17.10%', '4.80%', '3.10%', '1.80%', '11.49M', '9.32M', '4.01%', '3.68', '33.00', '-38.80%', '125.83%', '101.62K', '148,728', '-8.28%', '104.51%', '83.65%'],
[['ZUMZ'], '-', '1.16B', '122.30M', '1.15B', '23.51', '15.25', '-', '-', '2300', '2.20', '8.95', '9.91', '0.60', '1.01', '1.82', '2.81', '9.72', '2.20', '2.90', '0.00', '0.00', '5.94%', '1.22%', '-1.33%', '12.20%', '22.00%', '12.80%', '38.60%', '13.70%', '10.60%', '0.00%', '25.27M', '22.20M', '7.22%', '6.67', '54.20', '-17.69%', '60.12%', '240.48K', '779,656', '-7.64%', '38.87%', '16.37%'],
[['ACHC'], '-', '5.59B', '161.70M', '2.22B', '26.53', '2.03', '-', '-', '28600', '2.20', '33.60', '20.75', '5.59', '2.52', '2.31', '30.13', '-', '1.30', '1.40', '0.63', '0.61', '-5.02%', '-2.67%', '4.83%', '-', '-', '5.30%', '-', '-', '-', '-', '88.84M', '88.67M', '3.49%', '8.05', '73.17', '-10.82%', '126.15%', '384.41K', '1,486,041', '7.03%', '104.48%', '21.81%']
[['ACIW'], '-', '3.73B', '87.60M', '1.29B', '10.01', '1.23', '-', '-', '3768', '1.50', '42.59', '24.34', '3.55', '2.89', '3.13', '25.54', '12.29', '1.30', '1.30', '0.94', '0.91', '-2.23%', '-5.90%', '-16.79%', '2.70%', '7.40%', '5.00%', '51.40%', '11.80%', '6.80%', '0.00%', '117.72M', '116.15M', '2.13%', '4.39', '44.00', '-27.59%', '28.91%', '562.53K', '1,709,010', '-20.44%', '17.62%', '-18.55%']
[['ADNT'], '-', '3.42B', '112.00M', '14.51B', '15.57', '11.00', '-', '-', '77000', '2.40', '32.31', '7.40', '0.84', '0.24', '2.42', '3.42', '5.50', '0.90', '1.10', '2.56', '2.41', '-2.37%', '-5.05%', '-8.05%', '1.10%', '8.00%', '-5.00%', '7.10%', '1.80%', '0.80%', '0.00%', '94.20M', '93.21M', '3.90%', '4.12', '51.89', '-29.26%', '136.54%', '880.84K', '1,918,139', '-11.80%', '112.49%', '8.17%']
[['ACM'], '-', '9.51B', '199.60M', '13.56B', '18.53', '-', '-', '-', '54000', '1.60', '49.50', '19.88', '2.13', '0.70', '3.53', '-', '10.66', '1.10', '1.10', '0.82', '0.80', '0.02%', '2.86%', '8.07%', '-1.20%', '-5.20%', '6.30%', '5.70%', '3.90%', '-1.10%', '-', '146.11M', '142.29M', '1.42%', '2.99', '76.56', '-6.64%', '73.17%', '674.34K', '2,388,927', '5.57%', '62.86%', '31.36%']
[['AMG'], '-', '6.72B', '446.10M', '2.19B', '62.73', '18.58', '0.04', '0.02%', '3900', '2.10', '16.30', '8.12', '0.85', '3.06', '2.56', '8.63', '5.74', '-', '-', '0.00', '0.88', '-2.54%', '-3.23%', '10.16%', '5.70%', '16.40%', '10.40%', '-', '35.80%', '20.30%', '0.40%', '41.60M', '40.93M', '1.59%', '2.82', '202.00', '-11.36%', '157.95%', '230.84K', '620,038', '7.58%', '133.54%', '57.74%'],
[['ADS'], '-', '4.88B', '786.30M', '4.26B', '41.21', '59.38', '0.84', '0.87%', '8000', '2.20', '6.06', '7.42', '0.36', '1.15', '2.34', '1.62', '3.38', '1.80', '1.80', '8.29', '4.08', '1.95%', '0.78%', '-0.87%', '3.30%', '42.40%', '4.00%', '51.40%', '35.80%', '16.60%', '5.90%', '49.70M', '49.55M', '6.42%', '4.44', '125.81', '-24.73%', '142.57%', '716.54K', '834,986', '-16.20%', '103.09%', '30.19%'],
[['ACC'], '-', '6.89B', '9.20M', '876.90M', '21.99', '0.21', '1.88', '3.86%', '2988', '2.10', '749.38', '99.21', '42.53', '7.86', '2.22', '227.52', '196.41', '-', '-', '1.23', '1.23', '-3.07%', '-2.24%', '6.71%', '0.10%', '0.30%', '2.70%', '50.10%', '14.30%', '1.10%', '-', '138.05M', '137.99M', '2.06%', '3.82', '53.57', '-6.49%', '48.28%', '744.86K', '1,571,184', '15.87%', '31.54%', '13.89%']
[['AEO'], '-', '4.48B', '278.60M', '4.55B', '7.62', '4.91', '0.72', '2.70%', '6500', '2.20', '19.35', '11.13', '2.51', '0.98', '3.50', '5.44', '33.97', '1.40', '2.10', '0.26', '0.26', '-8.77%', '-17.39%', '-10.04%', '8.10%', '24.20%', '-13.30%', '39.40%', '8.80%', '6.10%', '27.30%', '167.49M', '157.11M', '15.46%', '5.21', '40.75', '-31.52%', '99.85%', '4.66M', '4,734,346', '-10.19%', '79.31%', '33.03%']
[['AFG'], '-', '11.45B', '1.36B', '7.68B', '65.89', '38.80', '2.00', '1.52%', '7300', '2.30', '8.42', '14.39', '3.21', '1.49', '2.00', '3.40', '24.05', '-', '-', '0.35', '0.35', '-2.50%', '0.85%', '22.82%', '3.60%', '35.80%', '9.20%', '-', '22.60%', '29.60%', '7.40%', '85.00M', '66.58M', '1.11%', '1.98', '145.00', '-4.91%', '144.75%', '371.80K', '1,446,773', '28.12%', '127.85%', '70.02%']
[['AGCO'], '-', '9.60B', '726.30M', '10.47B', '41.57', '6.58', '0.80', '0.63%', '21400', '1.90', '13.17', '11.94', '0.50', '0.92', '3.04', '19.19', '26.11', '0.60', '1.30', '0.50', '0.38', '-5.60%', '-4.31%', '-0.50%', '8.60%', '24.20%', '8.90%', '23.30%', '8.50%', '6.90%', '7.00%', '75.50M', '62.37M', '1.99%', '2.14', '168.00', '-19.03%', '85.88%', '580.95K', '849,221', '-10.00%', '69.84%', '25.64%'],
[['AIRC'], '-', '7.81B', '-', '706.62M', '10.20', '0.38', '1.76', '3.55%', '900', '2.60', '-', '83.68', '-', '11.06', '4.86', '131.56', '-', '-', '-', '2.67', '2.67', '-2.37%', '-2.69%', '9.28%', '-', '-', '-2.00%', '-', '-', '-', '-', '156.83M', '156.05M', '1.01%', '2.14', '52.50', '-8.21%', '37.65%', '739.38K', '1,824,841', '15.10%', '-', '28.98%']
[['ALE'], '-', '3.30B', '167.50M', '1.29B', '44.49', '1.15', '2.52', '4.14%', '1331', '2.70', '18.94', '15.79', '3.34', '2.56', '1.37', '52.80', '-', '0.30', '0.50', '0.87', '0.72', '-8.74%', '-11.87%', '-9.39%', '2.70%', '7.30%', '4.70%', '94.90%', '11.50%', '13.00%', '77.60%', '52.20M', '51.97M', '1.29%', '3.24', '71.40', '-16.78%', '21.71%', '206.56K', '840,498', '-11.08%', '14.30%', '-1.79%'],
[['AMED'], '-', '5.67B', '247.20M', '2.20B', '26.83', '2.76', '-', '-', '21000', '2.00', '22.96', '25.81', '2.77', '2.58', '6.38', '61.89', '21.44', '0.90', '0.90', '0.22', '0.21', '-4.30%', '-19.65%', '-33.50%', '15.60%', '30.60%', '18.90%', '44.90%', '13.80%', '11.30%', '0.00%', '32.59M', '32.15M', '2.32%', '2.30', '244.75', '-47.36%', '3.08%', '323.49K', '674,459', '-36.38%', '-27.22%', '-41.66%'],
[['AM'], '-', '4.80B', '345.10M', '894.20M', '4.88', '0.00', '0.90', '8.90%', '522', '3.20', '14.02', '12.09', '-', '5.37', '2.07', '6861.51', '-', '0.80', '0.80', '1.33', '1.33', '3.81%', '4.58%', '10.78%', '6.20%', '14.40%', '-1.10%', '-', '59.40%', '38.60%', '147.20%', '477.29M', '315.30M', '2.71%', '2.73', '9.39', '-5.38%', '98.62%', '3.13M', '9,417,684', '13.85%', '87.22%', '31.13%']
[['AMKR'], '-', '6.70B', '464.40M', '5.46B', '10.47', '3.60', '0.16', '0.59%', '29050', '2.00', '14.33', '10.48', '0.56', '1.23', '2.60', '7.57', '25.54', '1.20', '1.40', '0.42', '0.36', '-0.31%', '6.59%', '25.23%', '8.90%', '19.50%', '11.70%', '19.60%', '10.70%', '8.50%', '6.30%', '243.86M', '93.03M', '3.74%', '2.98', '28.50', '-7.59%', '154.53%', '1.17M', '4,236,862', '13.73%', '137.46%', '80.77%']
[['AN'], '-', '8.67B', '958.50M', '24.07B', '36.21', '0.83', '-', '-', '21600', '2.50', '10.51', '9.18', '0.52', '0.36', '3.33', '145.69', '8.28', '0.30', '0.90', '0.70', '0.63', '10.05%', '7.50%', '29.97%', '10.30%', '30.30%', '7.40%', '17.90%', '6.00%', '4.00%', '0.00%', '78.90M', '55.57M', '10.41%', '5.27', '127.38', '-3.79%', '138.44%', '1.10M', '5,616,256', '33.87%', '122.54%', '72.60%']
[['APPS'], '-', '6.65B', '59.20M', '467.20M', '5.49', '0.84', '-', '-', '280', '2.00', '110.51', '30.84', '2.21', '14.24', '12.18', '80.05', '410.65', '0.50', '0.50', '0.51', '0.46', '15.75%', '11.75%', '0.38%', '11.10%', '27.70%', '45.00%', '38.10%', '14.40%', '12.70%', '0.00%', '91.58M', '89.98M', '4.49%', '1.09', '106.40', '-34.81%', '164.69%', '3.70M', '6,999,595', '-17.46%', '106.68%', '18.21%']
[['ARW'], '-', '8.18B', '847.80M', '32.63B', '70.09', '3.38', '-', '-', '19600', '3.00', '10.16', '7.86', '0.40', '0.25', '1.62', '33.50', '12.65', '1.00', '1.40', '0.43', '0.36', '-3.78%', '-2.64%', '2.42%', '5.20%', '16.80%', '9.80%', '11.20%', '3.70%', '2.60%', '0.00%', '73.69M', '71.22M', '2.15%', '3.57', '127.00', '-9.24%', '50.43%', '429.00K', '1,868,910', '3.76%', '41.87%', '16.37%']
