IPO,MarketCap,Income,Sales,Booksh,Dividend,Dividend_Percentage,Employees,PriceToEarnings,ForwardPTE,PriceToSales,PriceToBook,PutCallRatio,QuickRatio,CurrentRatio,DebtEquity,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,PerformaceHalfYear,PerformanceYear,PerformanceYTD
[['pstx'], '530.64M', '-154.60M', '-', '3.00', '-', '-', '220', '-', '-', '-', '2.76', '2.24', '7.50', '7.50', '0.00', '-43.90%', '-63.60%', '-', '-', '-', '-', '-', '62.15M', '37.21M', '4.61%', '8.96', '-', '-18.41%', '-10.86%', '-24.43%']
[['nktx'], '1.07B', '-72.50M', '-', '8.78', '-', '-', '116', '-', '-', '-', '3.29', '3.83', '27.70', '27.70', '0.00', '-21.90%', '-23.20%', '-', '-', '-', '-', '-', '32.83M', '29.32M', '6.23%', '6.84', '-', '-35.14%', '4.56%', '-52.97%']
[['blct'], '130.92M', '-23.40M', '176.50M', '2.78', '-', '-', '755', '-', '-', '0.74', '1.21', '1.86', '3.40', '3.40', '0.00', '-16.60%', '-20.40%', '-30.80%', '30.80%', '-27.00%', '-13.30%', '-', '36.89M', '13.85M', '1.72%', '1.23', '-', '-68.71%', '-71.56%', '-66.63%']
[['accd'], '3.25B', '-85.40M', '194.00M', '15.28', '-', '-', '1720', '-', '-', '16.74', '3.15', '7.49', '5.70', '5.70', '0.00', '-14.50%', '-27.30%', '-12.00%', '44.70%', '-22.30%', '-24.80%', '-', '66.07M', '57.67M', '4.56%', '5.61', '63.00', '10.30%', '47.48%', '10.53%']
[['cpsr'], '342.53M', '-4.70M', '-', '7.13', '-', '-', '-', '-', '-', '-', '1.39', '428.17', '0.40', '0.40', '0.00', '-1.70%', '-1.90%', '-', '-', '-', '-', '-', '34.50M', '20.70M', '1.11%', '2.82', '-', '-0.50%', '1.17%', '-2.07%']
[['lmnd'], '4.85B', '-169.40M', '90.00M', '17.93', '-', '-', '567', '-', '-', '53.91', '4.29', '4.44', '-', '-', '0.00', '-14.70%', '-20.20%', '-22.60%', '-', '-', '-', '-', '61.45M', '39.91M', '22.55%', '6.21', '78.50', '-17.81%', '62.60%', '-37.26%']
[['dnb'], '7.99B', '-91.40M', '1.95B', '8.37', '-', '-', '4039', '-', '15.91', '4.10', '2.18', '44.97', '0.60', '0.60', '1.00', '-0.90%', '-2.40%', '1.70%', '69.40%', '5.50%', '-4.50%', '-', '428.90M', '334.83M', '1.80%', '3.14', '27.50', '-18.28%', '-25.87%', '-26.59%']
[['gsah'], '935.70M', '-44.20M', '-', '6.97', '-', '-', '-', '-', '-', '-', '1.44', '1169.62', '0.00', '0.00', '0.00', '-5.90%', '-6.60%', '-', '-', '-', '-', '-', '93.75M', '75.00M', '0.36%', '0.20', '-', '-8.74%', '-3.00%', '-7.98%']
[['adtx'], '36.70M', '-14.30M', '-', '-', '-', '-', '43', '-', '1.98', '-', '-', '4.27', '1.90', '1.90', '0.60', '-', '-', '-', '-', '-', '-', '-', '20.62M', '18.07M', '3.30%', '0.19', '-', '-38.83%', '-24.58%', '-14.42%']
[['pypd'], '155.00M', '-33.20M', '-', '3.03', '-', '-', '57', '-', '-', '-', '2.71', '3.24', '11.40', '11.40', '0.00', '-46.00%', '-48.20%', '-', '-', '-', '-', '-', '18.75M', '16.18M', '0.20%', '1.19', '-', '-21.13%', '-26.63%', '-17.07%']
[['api'], '3.82B', '-39.20M', '146.70M', '8.05', '-', '-', '842', '-', '-', '26.02', '4.11', '4.62', '9.30', '9.30', '0.00', '-4.60%', '-5.10%', '-0.90%', '60.40%', '-31.80%', '-26.70%', '-', '110.36M', '41.68M', '18.99%', '6.47', '42.11', '-44.50%', '-37.30%', '-16.38%']
[['aci'], '15.50B', '708.80M', '68.21B', '3.65', '0.40', '1.19%', '300000', '27.44', '15.22', '0.23', '9.18', '7.13', '0.50', '1.10', '4.92', '2.70%', '48.10%', '13.00%', '29.10%', '1.80%', '1.00%', '6.60%', '465.10M', '237.81M', '5.69%', '10.59', '26.17', '95.11%', '147.96%', '90.56%']
[['fusn'], '391.50M', '-67.80M', '0.50M', '6.20', '-', '-', '65', '-', '-', '783.01', '1.46', '2.19', '19.80', '19.80', '0.00', '-22.50%', '-23.70%', '-', '-', '-', '-', '-', '42.50M', '33.64M', '0.56%', '2.57', '-', '-17.88%', '-26.24%', '-22.98%']
[['ebon'], '350.81M', '-', '19.00M', '-', '-', '-', '205', '-', '-', '18.46', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '139.21M', '129.34M', '9.32%', '2.65', '-', '-64.46%', '-66.13%', '-58.48%']
[['akus'], '463.26M', '-64.50M', '-', '8.05', '-', '-', '69', '-', '-', '-', '1.61', '1.71', '22.70', '22.70', '0.00', '-19.60%', '-21.40%', '-', '-', '-', '-', '-', '34.37M', '33.27M', '5.48%', '15.79', '-', '-31.32%', '-42.97%', '-34.54%']
[['fuse'], '437.98M', '-8.70M', '-', '8.59', '-', '-', '-', '-', '-', '-', '1.16', '-', '0.50', '0.50', '0.00', '-2.50%', '-2.90%', '-', '-', '-', '-', '-', '35.00M', '26.25M', '14.05%', '14.37', '-', '-6.47%', '1.73%', '-11.77%']
[['brli'], '61.66M', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '6.11M', '-', '-', '1.76', '-', '-1.56%', '-', '0.80%']
[['fmtx'], '1.22B', '-135.80M', '-', '12.24', '-', '-', '139', '-', '-', '-', '2.00', '2.27', '17.90', '17.90', '0.00', '-22.70%', '-24.00%', '-', '-', '-', '-', '-', '47.34M', '43.72M', '8.24%', '11.81', '-', '-23.44%', '-37.97%', '-29.80%']
[['nuze'], '50.10M', '-16.10M', '1.70M', '0.79', '-', '-', '17', '-', '-', '29.47', '3.59', '3.94', '15.10', '15.60', '0.01', '-129.20%', '-147.50%', '-141.40%', '-1.80%', '-', '-', '-', '17.82M', '11.50M', '0.71%', '1.01', '-', '-48.64%', '-82.99%', '-73.21%']
[['rptx'], '1.19B', '-76.70M', '0.60M', '6.62', '-', '-', '117', '-', '-', '1984.23', '4.73', '4.05', '13.30', '13.30', '0.00', '-22.10%', '-27.90%', '-18.50%', '-', '-', '-', '-', '37.04M', '36.61M', '2.66%', '7.25', '46.71', '16.21%', '15.61%', '-8.66%']
[['prog'], '119.82M', '-181.50M', '40.80M', '-2.18', '-', '-', '511', '-', '-', '2.94', '-', '1.82', '-', '1.30', '-', '-178.60%', '215.80%', '-285.10%', '-10.20%', '-', '-', '-', '63.94M', '20.98M', '16.13%', '0.60', '-', '-74.52%', '-87.98%', '-79.85%']
[['gth'], '1.34B', '-50.50M', '74.10M', '2.50', '-', '-', '799', '-', '-', '18.11', '6.00', '7.17', '7.30', '7.50', '0.06', '-16.60%', '-19.70%', '-14.80%', '63.30%', '-74.70%', '-68.10%', '-', '91.98M', '27.26M', '1.63%', '1.60', '-', '-29.74%', '27.23%', '7.14%']
[['treb'], '640.48M', '-12.00M', '-', '8.77', '-', '-', '-', '-', '-', '-', '1.13', '6404.83', '0.20', '0.20', '0.00', '-2.30%', '-2.60%', '-', '-', '-', '-', '-', '51.75M', '38.81M', '0.21%', '0.19', '-', '-3.03%', '-1.54%', '-8.16%']
[['rprx'], '23.67B', '971.60M', '2.24B', '14.05', '0.68', '1.74%', '51', '15.75', '12.63', '10.57', '2.77', '8.93', '9.50', '9.50', '0.00', '6.00%', '19.50%', '14.70%', '-', '79.00%', '43.40%', '25.90%', '408.13M', '176.75M', '4.29%', '3.30', '51.50', '-15.33%', '-2.01%', '-22.12%']
[['rna'], '1.00B', '-77.90M', '9.20M', '7.04', '-', '-', '71', '-', '-', '108.77', '3.10', '3.58', '17.60', '17.60', '0.00', '-24.20%', '-26.50%', '-14.50%', '-', '-', '-', '-', '37.58M', '24.88M', '25.28%', '19.48', '-', '-9.57%', '-23.97%', '-14.50%']
[['pcvx'], '1.40B', '-86.70M', '-', '6.15', '-', '-', '58', '-', '-', '-', '4.21', '4.80', '7.40', '7.40', '0.00', '-22.60%', '-25.60%', '-', '-', '-', '-', '-', '51.51M', '43.54M', '6.53%', '13.30', '-', '4.56%', '-33.33%', '-2.52%']
[['gbio'], '1.53B', '-101.40M', '-', '7.70', '-', '-', '100', '-', '-', '-', '3.33', '3.60', '31.10', '31.10', '0.00', '-25.20%', '-28.00%', '-', '-', '-', '-', '-', '56.32M', '51.86M', '12.93%', '20.43', '39.80', '-27.04%', '-14.28%', '-9.59%']
[['bnr'], '2.00B', '-102.00M', '75.80M', '3.23', '-', '-', '938', '-', '-', '26.42', '6.15', '6.85', '6.90', '7.30', '0.02', '-24.70%', '-27.80%', '-16.70%', '73.10%', '-', '-', '-', '104.09M', '75.62M', '1.66%', '4.93', '-', '-39.96%', '1.53%', '-14.07%']
[['azek'], '6.41B', '-9.80M', '1.10B', '8.98', '-', '-', '1663', '-', '34.93', '5.84', '4.51', '29.07', '2.30', '3.60', '0.34', '-0.50%', '-0.70%', '-2.90%', '33.60%', '2.70%', '-0.90%', '-', '153.85M', '149.93M', '2.26%', '2.92', '52.86', '-5.82%', '6.36%', '5.28%']
[['ltrn'], '150.40M', '-9.40M', '-', '7.12', '-', '-', '11', '-', '-', '-', '2.01', '1.89', '30.60', '30.60', '0.00', '-18.00%', '-18.50%', '-', '-', '-', '-', '-', '11.18M', '9.04M', '2.98%', '3.41', '-', '-10.45%', '0.77%', '-25.66%']
[['ucl'], '208.55M', '-45.60M', '72.00M', '1.44', '-', '-', '578', '-', '-', '2.90', '5.13', '6.23', '1.20', '1.40', '0.12', '-48.60%', '-87.40%', '-105.10%', '30.40%', '-63.20%', '-63.40%', '-', '28.33M', '0.34M', '0.05%', '0.00', '-', '-28.94%', '-46.04%', '-29.89%']
[['vrm'], '3.65B', '-241.50M', '2.08B', '8.33', '-', '-', '944', '-', '-', '1.75', '3.21', '2.49', '2.50', '3.30', '0.86', '-12.90%', '-20.00%', '-11.50%', '7.00%', '-11.30%', '-11.60%', '-', '136.51M', '107.78M', '12.27%', '6.61', '-', '-21.98%', '-54.00%', '-34.83%']
[['four'], '7.26B', '30.40M', '1.02B', '3.55', '-', '-', '1305', '228.20', '72.92', '7.15', '24.30', '10.38', '5.40', '5.40', '3.79', '1.90%', '8.60%', '-4.90%', '22.70%', '-5.60%', '3.00%', '0.00%', '82.90M', '39.93M', '16.60%', '6.77', '107.78', '6.68%', '74.16%', '14.40%']
[['calt'], '765.85M', '-', '-', '-', '-', '-', '54', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '24.97M', '15.27M', '0.25%', '1.69', '51.40', '6.09%', '36.49%', '-8.77%']
[['dada'], '6.14B', '-355.60M', '977.90M', '4.15', '-', '-', '2440', '-', '-', '6.28', '6.36', '7.28', '3.20', '3.20', '0.08', '-29.30%', '-39.20%', '-23.10%', '18.40%', '-35.10%', '-36.40%', '-', '237.56M', '230.13M', '1.30%', '2.49', '-', '-19.21%', '12.62%', '-27.64%']
[['amti'], '1.23B', '-80.00M', '-', '5.46', '-', '-', '100', '-', '-', '-', '5.44', '6.14', '25.30', '25.30', '0.00', '-49.30%', '-53.10%', '-', '-', '-', '-', '-', '38.13M', '29.43M', '10.48%', '14.24', '-', '-54.08%', '17.47%', '-3.41%']
[['legn'], '6.09B', '-296.90M', '86.40M', '2.45', '-', '-', '882', '-', '-', '70.47', '16.38', '8.79', '2.80', '2.80', '0.06', '-40.70%', '-102.20%', '-107.50%', '-', '-', '-', '-', '138.51M', '127.35M', '1.15%', '3.75', '52.75', '63.13%', '35.71%', '42.51%']
[['zi'], '25.84B', '42.90M', '590.40M', '3.23', '-', '-', '1747', '262.44', '98.61', '43.76', '20.64', '64.64', '1.40', '1.40', '0.00', '1.80%', '8.40%', '1.40%', '81.30%', '18.80%', '7.30%', '0.00%', '190.60M', '159.96M', '4.70%', '2.28', '71.13', '41.20%', '104.42%', '38.21%']
[['plrx'], '693.98M', '-81.20M', '13.20M', '6.83', '-', '-', '78', '-', '-', '52.57', '2.81', '2.84', '22.90', '22.90', '0.00', '-28.50%', '-29.80%', '-14.70%', '-', '-', '-', '-', '35.75M', '32.54M', '5.76%', '19.00', '-', '-49.74%', '-17.73%', '-15.67%']
[['wmg'], '20.00B', '271.00M', '5.05B', '0.16', '0.60', '1.56%', '5500', '73.09', '37.73', '3.96', '240.75', '45.24', '0.60', '0.60', '41.57', '4.00%', '-', '-9.40%', '48.60%', '10.90%', '5.40%', '91.10%', '514.35M', '94.49M', '4.82%', '8.61', '41.93', '10.21%', '32.42%', '1.40%']
[['nari'], '4.09B', '25.00M', '208.20M', '4.47', '-', '-', '456', '183.71', '229.89', '19.63', '18.41', '23.23', '6.70', '7.20', '0.00', '11.00%', '12.10%', '8.90%', '92.10%', '12.20%', '12.00%', '0.00%', '49.67M', '38.74M', '3.03%', '2.17', '119.67', '-17.15%', '15.64%', '-5.72%']
[['slqt'], '1.90B', '131.00M', '937.80M', '4.13', '-', '-', '1944', '15.84', '8.55', '2.03', '3.03', '6.64', '4.50', '4.50', '0.68', '10.00%', '20.80%', '14.10%', '71.10%', '20.80%', '14.00%', '0.00%', '163.44M', '103.78M', '4.83%', '2.05', '-', '-51.13%', '-35.58%', '-39.61%']
[['adct'], '2.22B', '-200.40M', '3.80M', '3.88', '-', '-', '208', '-', '-', '584.68', '6.95', '5.80', '9.50', '9.50', '0.16', '-52.70%', '-81.70%', '-', '96.80%', '-', '-', '-', '76.72M', '37.32M', '15.36%', '20.08', '44.50', '4.53%', '-26.96%', '-15.71%']
[['kc'], '7.77B', '-126.00M', '1.18B', '5.39', '-', '-', '2166', '-', '-', '6.56', '6.49', '9.16', '2.40', '2.40', '0.09', '-6.80%', '-10.00%', '-14.20%', '5.80%', '-15.20%', '-10.70%', '-', '223.41M', '93.01M', '6.43%', '3.45', '-', '-30.95%', '5.46%', '-19.72%']
[['cleu'], '42.54M', '1.20M', '5.00M', '1.84', '-', '-', '80', '17.82', '-', '8.51', '1.82', '8.51', '10.90', '11.10', '0.00', '-', '-', '9.80%', '57.10%', '-', '-', '-', '12.33M', '8.90M', '5.87%', '0.56', '-', '-8.72%', '-50.07%', '-13.21%']
[['ayla'], '173.56M', '-37.20M', '3.40M', '2.97', '-', '-', '34', '-', '-', '51.05', '4.48', '3.91', '9.00', '9.00', '0.00', '-72.00%', '-82.30%', '-78.70%', '0.00%', '-', '-', '-', '14.42M', '6.06M', '2.33%', '4.77', '22.83', '0.53%', '51.36%', '21.09%']
[['soac'], '434.98M', '-21.50M', '-', '6.59', '-', '-', '3', '-', '-', '-', '1.77', '1449.95', '0.10', '0.10', '0.00', '-7.10%', '-8.30%', '-', '-', '-', '-', '-', '37.50M', '26.71M', '6.97%', '4.05', '-', '14.27%', '15.40%', '8.64%']
[['gan'], '758.08M', '-19.10M', '81.60M', '6.02', '-', '-', '242', '-', '-', '9.29', '2.98', '14.55', '-', '2.40', '0.00', '-', '-', '-12.70%', '70.50%', '-', '-', '-', '41.93M', '36.43M', '7.85%', '4.14', '24.00', '-29.46%', '-4.98%', '-11.59%']
[['lyra'], '107.61M', '-32.20M', '-', '4.43', '-', '-', '38', '-', '-', '-', '1.84', '1.56', '11.90', '11.90', '0.00', '-40.60%', '-45.90%', '-', '-', '-', '-', '-', '12.99M', '9.60M', '2.46%', '2.46', '-', '-44.08%', '-27.62%', '-28.38%']
[['oric'], '1.00B', '-91.30M', '-', '7.04', '-', '-', '70', '-', '-', '-', '3.54', '3.84', '26.80', '26.80', '0.00', '-35.00%', '-36.20%', '-', '-', '-', '-', '-', '36.70M', '25.42M', '13.18%', '15.68', '-', '-29.59%', '2.59%', '-26.32%']
[['kros'], '791.22M', '-53.20M', '0.10M', '10.11', '-', '-', '44', '-', '-', '7912.17', '3.27', '3.34', '32.10', '32.10', '0.00', '-23.40%', '-24.30%', '-', '-', '-', '-', '-', '23.31M', '19.92M', '5.00%', '8.66', '-', '-46.69%', '-32.63%', '-53.15%']
[['zntl'], '3.12B', '-151.60M', '-', '6.65', '-', '-', '124', '-', '-', '-', '10.33', '10.47', '9.30', '9.30', '0.00', '-35.10%', '-41.70%', '-', '-', '-', '-', '-', '40.36M', '26.60M', '8.74%', '8.26', '72.14', '60.20%', '154.20%', '32.29%']
[['wimi'], '400.59M', '-', '766.01M', '-', '-', '-', '202', '-', '-', '0.52', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '86.71M', '49.08M', '3.45%', '1.49', '7.00', '-38.97%', '-23.89%', '-19.79%']
[['imra'], '112.25M', '-47.40M', '-', '3.67', '-', '-', '27', '-', '-', '-', '1.24', '1.68', '10.20', '10.20', '0.00', '-54.90%', '-59.30%', '-', '-', '-', '-', '-', '17.72M', '6.24M', '1.82%', '0.44', '-', '-53.62%', '-80.06%', '-79.37%']
[['gfl'], '14.30B', '-802.40M', '4.77B', '15.00', '0.04', '0.11%', '15000', '-', '108.68', '3.00', '2.36', '46.06', '1.10', '1.10', '1.25', '-5.20%', '-14.50%', '-1.20%', '4.70%', '-6.90%', '-16.80%', '-', '360.74M', '281.55M', '2.90%', '8.89', '-', '5.92%', '85.50%', '21.42%']
[['pasg'], '666.47M', '-154.80M', '-', '7.47', '-', '-', '74', '-', '-', '-', '1.56', '1.63', '13.40', '13.40', '0.00', '-38.90%', '-41.60%', '-', '-', '-', '-', '-', '53.89M', '47.39M', '7.70%', '10.77', '-', '-43.81%', '-21.78%', '-54.36%']
[['zcmd'], '39.87M', '4.50M', '18.00M', '1.28', '-', '-', '88', '9.28', '-', '2.21', '1.31', '2.33', '9.90', '9.90', '0.00', '18.10%', '20.30%', '12.60%', '66.00%', '25.00%', '24.80%', '0.00%', '24.94M', '9.49M', '1.35%', '0.33', '-', '-6.67%', '-2.33%', '-1.18%']
[['gril'], '21.12M', '-8.30M', '4.40M', '0.35', '-', '-', '380', '-', '-', '4.80', '3.34', '10.56', '0.60', '0.60', '0.34', '-', '-', '-136.60%', '-27.20%', '-', '-', '-', '11.82M', '10.08M', '2.72%', '0.65', '-', '-48.68%', '-53.39%', '-33.14%']
[['rvmd'], '2.32B', '-142.90M', '40.20M', '9.33', '-', '-', '150', '-', '-', '57.73', '3.30', '3.59', '14.40', '14.40', '0.00', '-20.80%', '-23.90%', '-23.20%', '-', '-', '-', '-', '73.40M', '72.66M', '13.35%', '15.82', '33.00', '-33.29%', '14.51%', '-22.25%']
[['meds'], '41.80M', '-5.40M', '13.30M', '0.71', '-', '-', '43', '-', '19.43', '3.14', '7.20', '9.29', '7.40', '7.60', '0.03', '-56.50%', '-64.50%', '-28.20%', '32.30%', '-40.30%', '-40.70%', '-', '8.12M', '3.31M', '0.12%', '0.00', '8.67', '-14.69%', '-9.80%', '-3.40%']
[['huiz'], '154.09M', '1.90M', '264.30M', '1.48', '-', '-', '1314', '78.11', '7.23', '0.58', '1.95', '2.00', '2.00', '2.00', '0.36', '1.10%', '2.50%', '-5.00%', '28.20%', '0.30%', '0.70%', '0.00%', '51.92M', '30.72M', '0.29%', '0.15', '-', '-62.02%', '-66.88%', '-58.71%']
[['ccac'], '343.62M', '-2.20M', '-', '7.03', '-', '-', '-', '-', '-', '-', '1.42', '3436.20', '0.10', '0.10', '0.00', '-0.80%', '-0.90%', '-', '-', '-', '-', '-', '34.50M', '20.70M', '3.00%', '2.42', '-', '-4.69%', '1.94%', '-4.96%']
[['gnrs'], '219.58M', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '21.89M', '21.89M', '1.33%', '4.22', '-', '-0.10%', '1.32%', '-0.99%']
[['onew'], '610.66M', '64.70M', '1.22B', '16.65', '-', '-', '1169', '6.65', '5.69', '0.50', '2.35', '5.39', '0.80', '1.30', '1.22', '11.40%', '43.10%', '19.50%', '27.30%', '10.60%', '5.30%', '0.00%', '10.98M', '9.09M', '4.36%', '4.45', '57.00', '1.56%', '50.84%', '40.21%']
[['pfhd'], '253.49M', '17.60M', '78.30M', '16.65', '-', '-', '135', '14.13', '14.09', '3.24', '1.12', '0.38', '-', '-', '0.05', '0.80%', '8.20%', '24.10%', '-', '88.20%', '22.50%', '0.00%', '13.40M', '12.40M', '0.99%', '1.80', '22.40', '-1.06%', '39.82%', '21.06%']
[['nref'], '159.55M', '26.10M', '114.70M', '28.95', '1.90', '8.91%', '1', '5.08', '8.86', '1.39', '0.74', '5.32', '-', '-', '52.23', '0.40%', '18.40%', '0.60%', '72.20%', '65.40%', '22.70%', '34.40%', '5.31M', '5.11M', '0.22%', '0.18', '22.83', '12.80%', '37.17%', '29.12%']
[['ppd'], '16.43B', '258.30M', '5.55B', '-1.55', '-', '-', '26000', '64.69', '26.70', '2.96', '-', '17.31', '1.20', '1.20', '-', '4.00%', '-35.90%', '11.30%', '37.10%', '10.80%', '4.70%', '0.00%', '351.13M', '216.43M', '7.10%', '11.30', '47.25', '34.44%', '44.93%', '36.67%']
[['sdgr'], '4.40B', '-42.00M', '120.70M', '8.58', '-', '-', '445', '-', '-', '36.49', '7.33', '7.18', '9.20', '9.20', '0.00', '-5.80%', '-6.70%', '-9.80%', '51.70%', '-71.50%', '-34.80%', '-', '70.58M', '40.37M', '11.62%', '7.78', '87.60', '-9.85%', '17.08%', '-20.60%']
[['beam'], '7.63B', '-407.70M', '0.02M', '8.82', '-', '-', '181', '-', '-', '317803.50', '12.86', '12.40', '5.30', '5.30', '0.01', '-70.40%', '-115.10%', '-', '-', '-', '-', '-', '62.21M', '44.03M', '11.72%', '6.54', '119.17', '34.97%', '419.47%', '38.90%']
[['cspr'], '209.24M', '-85.80M', '553.20M', '-0.53', '-', '-', '442', '-', '-', '0.38', '-', '4.21', '0.60', '1.00', '-', '-38.50%', '-720.60%', '-91.00%', '51.20%', '-14.40%', '-15.50%', '-', '41.44M', '34.23M', '8.48%', '4.17', '8.55', '-37.50%', '-45.54%', '-19.51%']
[['onem'], '3.42B', '-105.20M', '463.30M', '3.45', '-', '-', '1957', '-', '-', '7.38', '7.12', '5.23', '4.90', '4.90', '0.00', '-9.70%', '-20.60%', '-9.00%', '42.20%', '-19.10%', '-22.70%', '-', '136.79M', '116.69M', '10.22%', '9.16', '-', '-40.35%', '-13.28%', '-43.76%']
[['arqt'], '1.06B', '-150.30M', '-', '8.29', '-', '-', '54', '-', '-', '-', '2.48', '2.59', '32.00', '32.00', '0.00', '-42.90%', '-45.90%', '-', '-', '-', '-', '-', '50.00M', '47.74M', '4.77%', '13.42', '-', '-37.61%', '-15.57%', '-26.77%']
[['reyn'], '5.89B', '406.00M', '3.34B', '7.84', '0.92', '3.26%', '5450', '14.57', '14.96', '1.76', '3.60', '40.93', '1.10', '2.30', '1.29', '7.70%', '23.10%', '12.00%', '27.90%', '17.50%', '10.90%', '47.00%', '209.70M', '54.20M', '5.89%', '7.77', '33.40', '-1.78%', '-10.90%', '-6.16%']
[['bdtx'], '371.38M', '-105.20M', '-', '6.94', '-', '-', '73', '-', '-', '-', '1.44', '1.41', '11.50', '11.50', '0.00', '-32.90%', '-36.10%', '-', '-', '-', '-', '-', '36.18M', '34.99M', '11.78%', '8.82', '-', '-63.40%', '-64.80%', '-68.89%']
[['anpc'], '52.66M', '-', '21.77M', '0.11', '-', '-', '101', '-', '-', '2.42', '33.36', '37.62', '0.70', '0.70', '2.50', '-', '-', '-812.90%', '-', '-', '-', '-', '11.96M', '4.26M', '1.46%', '0.08', '-', '-57.38%', '-28.74%', '-30.75%']
[['anvs'], '294.65M', '-8.40M', '-', '6.60', '-', '-', '2', '-', '-', '-', '5.35', '5.99', '56.00', '56.00', '0.00', '-46.20%', '-48.40%', '-', '-', '-', '-', '-', '7.37M', '5.64M', '12.61%', '0.83', '-', '31.19%', '620.24%', '368.57%']
[['scvx'], '285.35M', '-3.10M', '-', '7.00', '-', '-', '-', '-', '-', '-', '1.42', '570.71', '0.30', '0.30', '0.00', '-1.30%', '-1.50%', '-', '-', '-', '-', '-', '28.75M', '17.25M', '0.18%', '0.68', '-', '-1.05%', '0.35%', '-3.74%']
[['imab'], '5.32B', '72.90M', '239.00M', '13.68', '-', '-', '228', '305.45', '-', '22.25', '5.45', '7.17', '9.30', '9.30', '0.00', '-', '-', '9.80%', '-', '-', '-', '-', '63.70M', '30.44M', '6.32%', '3.28', '91.21', '45.37%', '101.05%', '58.07%']
[['vel'], '284.83M', '21.10M', '178.60M', '11.62', '-', '-', '175', '13.64', '12.26', '1.59', '1.13', '10.28', '-', '-', '8.03', '1.00%', '9.50%', '6.20%', '95.60%', '77.00%', '11.80%', '0.00%', '20.09M', '12.88M', '1.26%', '3.81', '15.25', '69.79%', '167.82%', '111.08%']
[['lizi'], '217.16M', '-17.20M', '284.40M', '0.83', '-', '-', '658', '-', '-', '0.76', '5.08', '2.85', '1.70', '1.70', '0.13', '-23.40%', '-62.10%', '-43.00%', '26.90%', '-6.50%', '-6.00%', '-', '49.88M', '22.63M', '8.62%', '1.27', '-', '-38.30%', '13.44%', '8.76%']
