0,1,2,3,4,5,6
"Retail Opportunity Investments Corp.
",ROIC,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ROIC&amp;action=getcompany"" rel=""nofollow""view/a
","0001407623
",S&P600
"Retail Properties of America, Inc.
",RPAI,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPAI&amp;action=getcompany"" rel=""nofollow""view/a
","0001222840
",S&P600
"a href=""/wiki/RPT_Realty"" title=""RPT Realty"" Ramco-Gershenson Properties Trust/a
",RPT,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RPT&amp;action=getcompany"" rel=""nofollow""view/a
","0000842183
",S&P600
"a href=""/wiki/Range_Resources"" title=""Range Resources""Range Resources/a
",RRC,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RRC&amp;owner=exclude&amp;action=getcompany"" rel=""nofollow""view/a
","0000315852
",S&P600
"a href=""/wiki/Red_Robin"" title=""Red Robin"" Red Robin Gourmet Burgers, Inc./a
",RRGB,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RRGB&amp;action=getcompany"" rel=""nofollow""view/a
","0001171759
",S&P600
"a href=""/wiki/Ruth%27s_Hospitality_Group"" title=""Ruth's Hospitality Group""Ruth's Hospitality Group/a
",RUTH,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RUTH&amp;action=getcompany"" rel=""nofollow""view/a
","0001324272
",S&P600
"Redwood Trust, Inc.
",RWT,"Real Estate
","Mortgage REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RWT&amp;action=getcompany"" rel=""nofollow""view/a
","0000930236
",S&P600
"a href=""/wiki/Rayonier_Advanced_Materials"" title=""Rayonier Advanced Materials""Rayonier Advanced Materials, Inc./a
",RYAM,"Materials
","Specialty Chemicals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=RYAM&amp;action=getcompany"" rel=""nofollow""view/a
","0001597672
",S&P600
"Safehold, Inc.
",SAFE,"Real Estate
","Specialized REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAFE&amp;action=getcompany"" rel=""nofollow""view/a
","0001688852
",S&P600
"Safety Insurance Group, Inc.
",SAFT,"Financials
","Property &amp; Casualty Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAFT&amp;action=getcompany"" rel=""nofollow""view/a
","0001172052
",S&P600
"a href=""/wiki/Sonic_Automotive"" title=""Sonic Automotive"" Sonic Automotive, Inc./a
",SAH,"Consumer Discretionary
","Automotive Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SAH&amp;action=getcompany"" rel=""nofollow""view/a
","0001043509
",S&P600
"a href=""/wiki/Sanmina_Corporation"" title=""Sanmina Corporation""Sanmina Corporation/a
",SANM,"Information Technology
","Electronic Manufacturing Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SANM&amp;action=getcompany"" rel=""nofollow""view/a
","0000897723
",S&P600
"Seacoast Banking Corporation of Florida
",SBCF,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBCF&amp;action=getcompany"" rel=""nofollow""view/a
","0000730708
",S&P600
"a href=""/wiki/Sally_Beauty_Holdings"" title=""Sally Beauty Holdings"" Sally Beauty Holdings, Inc./a
",SBH,"Consumer Discretionary
","Specialty Stores
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBH&amp;action=getcompany"" rel=""nofollow""view/a
","0001368458
",S&P600
"Southside Bancshares, Inc.
",SBSI,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SBSI&amp;action=getcompany"" rel=""nofollow""view/a
","0000705432
",S&P600
"a href=""/wiki/Scholastic_Corporation"" title=""Scholastic Corporation""Scholastic Corporation/a
",SCHL,"Consumer Discretionary
","Publishing
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCHL&amp;action=getcompany"" rel=""nofollow""view/a
","0000866729
",S&P600
"a href=""/wiki/Stepan_Company"" title=""Stepan Company""Stepan Company/a
",SCL,"Materials
","Specialty Chemicals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCL&amp;action=getcompany"" rel=""nofollow""view/a
","0000094049
",S&P600
"ScanSource, Inc.
",SCSC,"Information Technology
","Technology Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCSC&amp;action=getcompany"" rel=""nofollow""view/a
","0000918965
",S&P600
"a href=""/wiki/Shoe_Carnival"" title=""Shoe Carnival"" Shoe Carnival, Inc./a
",SCVL,"Consumer Discretionary
","Apparel Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SCVL&amp;action=getcompany"" rel=""nofollow""view/a
","0000895447
",S&P600
"a href=""/wiki/Select_Medical"" title=""Select Medical"" Select Medical Holdings Corporation/a
",SEM,"Health Care
","Health Care Facilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SEM&amp;action=getcompany"" rel=""nofollow""view/a
","0001320414
",S&P600
"a href=""/wiki/Seneca_Foods"" title=""Seneca Foods"" Seneca Foods Corporation/a
",SENEA,"Consumer Staples
","Packaged Foods &amp; Meats
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SENEA&amp;action=getcompany"" rel=""nofollow""view/a
","0000088948
",S&P600
"ServisFirst Bancshares, Inc.
",SFBS,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFBS&amp;action=getcompany"" rel=""nofollow""view/a
","0001430723
",S&P600
"a href=""/wiki/Simmons_Bank"" title=""Simmons Bank"" Simmons First National Corporation/a
",SFNC,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SFNC&amp;action=getcompany"" rel=""nofollow""view/a
","0000090498
",S&P600
"SMART Global Holdings, Inc.
",SGH,"Information Technology
","Semiconductors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SGH&amp;action=getcompany"" rel=""nofollow""view/a
","0001616533
",S&P600
"a href=""/wiki/Shake_Shack"" title=""Shake Shack""Shake Shack, Inc./a
",SHAK,"Consumer Discretionary
","Restaurants
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHAK&amp;action=getcompany"" rel=""nofollow""view/a
","0001620533
",S&P600
"a href=""/wiki/Shentel"" title=""Shentel"" Shenandoah Telecommunications Co/a
",SHEN,"Communication Services
","Wireless Telecommunication Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHEN&amp;action=getcompany"" rel=""nofollow""view/a
","0000354963
",S&P600
"a href=""/wiki/Steve_Madden_(company)"" title=""Steve Madden (company)""Steven Madden, Ltd./a
",SHOO,"Consumer Discretionary
","Footwear
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SHOO&amp;action=getcompany"" rel=""nofollow""view/a
","0000913241
",S&P600
"a href=""/wiki/Signet_Jewelers"" title=""Signet Jewelers""Signet Jewelers/a
",SIG,"Consumer Discretionary
","Specialty Stores
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SIG&amp;action=getcompany"" rel=""nofollow""view/a
","0000832988
",S&P600
"a href=""/wiki/SITE_Centers"" title=""SITE Centers"" SITE Centers Corp./a
",SITC,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SITC&amp;action=getcompany"" rel=""nofollow""view/a
","0000894315
",S&P600
"a href=""/wiki/South_Jersey_Industries"" title=""South Jersey Industries"" South Jersey Industries, Inc./a
",SJI,"Utilities
","Gas Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SJI&amp;action=getcompany"" rel=""nofollow""view/a
","0000091928
",S&P600
"a href=""/wiki/Tanger_Factory_Outlet_Centers"" title=""Tanger Factory Outlet Centers""Tanger Factory Outlet Centers, Inc./a
",SKT,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKT&amp;action=getcompany"" rel=""nofollow""view/a
","0000899715
",S&P600
"a href=""/wiki/SkyWest,_Inc."" title=""SkyWest, Inc.""SkyWest, Inc./a
",SKYW,"Industrials
","Airlines
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SKYM&amp;action=getcompany"" rel=""nofollow""view/a
","0000793733
",S&P600
"U.S. Silica Holdings, Inc.
",SLCA,"Energy
","Oil &amp; Gas Equipment &amp; Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLCA&amp;action=getcompany"" rel=""nofollow""view/a
","0001524741
",S&P600
"a href=""/wiki/Simulations_Plus"" title=""Simulations Plus"" Simulations Plus, Inc./a
",SLP,"Health Care
","Health Care Technology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLP&amp;action=getcompany"" rel=""nofollow""view/a
","0001023459
",S&P600
"SelectQuote, Inc.
",SLQT,"Financials
","Insurance Brokers
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SLQT&amp;action=getcompany"" rel=""nofollow""view/a
","0001794783
",S&P600
"a href=""/wiki/SM_Energy"" title=""SM Energy""SM Energy Company/a
",SM,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SM&amp;action=getcompany"" rel=""nofollow""view/a
","0000893538
",S&P600
"a href=""/wiki/Standard_Motor_Products"" title=""Standard Motor Products"" Standard Motor Products, Inc./a
",SMP,"Consumer Discretionary
","Auto Parts &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMP&amp;action=getcompany"" rel=""nofollow""view/a
","0000093389
",S&P600
"Simply Good Foods Company
",SMPL,"Consumer Staples
","Packaged Foods &amp; Meats
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SMPL&amp;action=getcompany"" rel=""nofollow""view/a
","0001702744
",S&P600
"a href=""/wiki/Sleep_Number"" title=""Sleep Number"" Sleep Number Corporation/a
",SNBR,"Consumer Discretionary
","Homefurnishing Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNBR&amp;action=getcompany"" rel=""nofollow""view/a
","0000827187
",S&P600
"a href=""/wiki/StoneX_Group_Inc."" title=""StoneX Group Inc.""StoneX Group Inc./a
",SNEX,"Financials
","Investment Banking &amp; Brokerage
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SNEX&amp;action=getcompany"" rel=""nofollow""view/a
","0000913760
",S&P600
"Third Point Reinsurance Ltd.
",SPNT,"Financials
","Reinsurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPNT&amp;action=getcompany"" rel=""nofollow""view/a
","0001576018
",S&P600
"a href=""/wiki/Spectrum_Pharmaceuticals"" title=""Spectrum Pharmaceuticals"" Spectrum Pharmaceuticals, Inc./a
",SPPI,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPPI&amp;action=getcompany"" rel=""nofollow""view/a
","0000831547
",S&P600
"a href=""/wiki/SPS_Commerce"" title=""SPS Commerce"" SPS Commerce, Inc./a
",SPSC,"Information Technology
","Application Software
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPSC&amp;action=getcompany"" rel=""nofollow""view/a
","0001092699
",S&P600
"a href=""/wiki/SpartanNash"" title=""SpartanNash"" SpartanNash Company/a
",SPTN,"Consumer Staples
","Food Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPTN&amp;action=getcompany"" rel=""nofollow""view/a
","0000877422
",S&P600
"a href=""/wiki/SPX_Corporation"" title=""SPX Corporation""SPX Corporation/a
",SPXC,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SPXC&amp;action=getcompany"" rel=""nofollow""view/a
","0000088205
",S&P600
"Surmodics, Inc.
",SRDX,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SRDX&amp;=getcompany"" rel=""nofollow""view/a
","0000924717
",S&P600
"a href=""/wiki/E._W._Scripps_Company"" title=""E. W. Scripps Company"" The E.W. Scripps Company/a
",SSP,"Consumer Discretionary
","Broadcasting
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SSP&amp;action=getcompany"" rel=""nofollow""view/a
","0000832428
",S&P600
"a href=""/wiki/Shutterstock"" title=""Shutterstock"" Shutterstock, Inc./a
",SSTK,"Consumer Discretionary
","Specialized Consumer Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SSTK&amp;action=getcompany"" rel=""nofollow""view/a
","0001549346
",S&P600
"iStar, Inc.
",STAR,"Real Estate
","Diversified REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STAR&amp;action=getcompany"" rel=""nofollow""view/a
","0001095651
",S&P600
"S&amp;T Bancorp, Inc.
",STBA,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STBA&amp;action=getcompany"" rel=""nofollow""view/a
","0000719220
",S&P600
"a href=""/wiki/Stewart_Information_Services_Corporation"" title=""Stewart Information Services Corporation""Stewart Information Services Corporation/a
",STC,"Financials
","Property &amp; Casualty Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STC&amp;action=getcompany"" rel=""nofollow""view/a
","0000094344
",S&P600
"a href=""/wiki/Stamps.com"" title=""Stamps.com"" Stamps.com, Inc./a
",STMP,"Consumer Discretionary
","Specialized Consumer Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STMP&amp;action=getcompany"" rel=""nofollow""view/a
","0001082923
",S&P600
"a href=""/wiki/Strategic_Education,_Inc."" title=""Strategic Education, Inc.""Strategic Education, Inc./a
",STRA,"Consumer Discretionary
","Education Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=STRA&amp;action=getcompany"" rel=""nofollow""view/a
","0001013934
",S&P600
"Supernus Pharmaceuticals, Inc.
",SUPN,"Health Care
","Pharmaceuticals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SUPN&amp;action=getcompany"" rel=""nofollow""view/a
","0001356576
",S&P600
"Service Properties Trust
",SVC,"Real Estate
","Specialized REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SVC&amp;action=getcompany"" rel=""nofollow""view/a
","0000945394
",S&P600
"Schweitzer-Mauduit International, Inc.
",SWM,"Materials
","Paper Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SWM&amp;action=getcompany"" rel=""nofollow""view/a
","0001000623
",S&P600
"a href=""/wiki/Southwestern_Energy"" title=""Southwestern Energy""Southwestern Energy Co./a
",SW,Energy,Oil &amp; Gas Exploration &amp; Production,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SWN&amp;action=getcompany"" rel=""nofollow""view/a
","0000007332
",S&P600
"SunCoke Energy, Inc.
",SXC,"Materials
","Steel
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SXC&amp;action=getcompany"" rel=""nofollow""view/a
","0001514705
",S&P600
"a href=""/wiki/Standex_International"" title=""Standex International"" Standex International Corporation/a
",SXI,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=SXI&amp;action=getcompany"" rel=""nofollow""view/a
","0000310354
",S&P600
"a href=""/wiki/Talos_Energy"" title=""Talos Energy"" Talos Energy, Inc./a
",TALO,"Energy
","Oil &amp; Gas Exploration &amp; Production
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TALO&amp;action=getcompany"" rel=""nofollow""view/a
","0001724965
",S&P600
"The Bancorp, Inc.
",TBBK,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TBBK&amp;action=getcompany"" rel=""nofollow""view/a
","0001295401
",S&P600
"TrueBlue, Inc.
",TBI,"Industrials
","Human Resource &amp; Employment Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TBI&amp;action=getcompany"" rel=""nofollow""view/a
","0000768899
",S&P600
"Triumph Bancorp, Inc.
",TBK,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TBK&amp;action=getcompany"" rel=""nofollow""view/a
","0001539638
",S&P600
"Tactile Systems Technology, Inc.
",TCMD,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TCMD&amp;action=getcompany"" rel=""nofollow""view/a
","0001027838
",S&P600
"a href=""/wiki/Tredegar_Corporation"" title=""Tredegar Corporation""Tredegar Corporation/a
",TG,"Materials
","Commodity Chemicals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TG&amp;action=getcompany"" rel=""nofollow""view/a
","0000850429
",S&P600
"a href=""/wiki/Triumph_Group"" title=""Triumph Group""Triumph Group, Inc./a
",TGI,"Industrials
","Aerospace &amp; Defense
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TGI&amp;action=getcompany"" rel=""nofollow""view/a
","0001021162
",S&P600
"a href=""/wiki/Gentherm_Incorporated"" title=""Gentherm Incorporated""Gentherm Incorporated/a
",THRM,"Consumer Discretionary
","Auto Parts &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=THRM&amp;action=getcompany"" rel=""nofollow""view/a
","0000903129
",S&P600
"a href=""/wiki/TreeHouse_Foods"" title=""TreeHouse Foods"" TreeHouse Foods, Inc./a
",THS,"Consumer Staples
","Packaged Foods &amp; Meats
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=THS&amp;action=getcompany"" rel=""nofollow""view/a
","0001320695
",S&P600
"a href=""/wiki/Interface,_Inc."" title=""Interface, Inc.""Interface, Inc./a
",TILE,"Industrials
","Office Services &amp; Supplies
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TILE&amp;action=getcompany"" rel=""nofollow""view/a
","0000715787
",S&P600
"Team, Inc.
",TISI,"Industrials
","Environmental &amp; Facilities Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TISI&amp;action=getcompany"" rel=""nofollow""view/a
","0000318833
",S&P600
"a href=""/wiki/Tompkins_Financial_Corporation"" title=""Tompkins Financial Corporation""Tompkins Financial Corporation/a
",TMP,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TMP&amp;action=getcompany"" rel=""nofollow""view/a
","0001005817
",S&P600
"TimkenSteel Corporation
",TMST,"Materials
","Steel
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TMST&amp;action=getcompany"" rel=""nofollow""view/a
","0001598428
",S&P600
"a href=""/wiki/Tennant_Company"" title=""Tennant Company""Tennant Company/a
",TNC,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TNC&amp;action=getcompany"" rel=""nofollow""view/a
","0000097134
",S&P600
"Tabula Rasa HealthCare, Inc.
",TRHC,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TRHC&amp;action=getcompany"" rel=""nofollow""view/a
","0001651561
",S&P600
"Trustmark Corp.
",TRMK,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TRMK&amp;action=getcompany"" rel=""nofollow""view/a
","0000036146
",S&P600
"a href=""/wiki/TrustCo_Bank"" title=""TrustCo Bank""TrustCo Bank Corp NY/a
",TRST,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TRST&amp;action=getcompany"" rel=""nofollow""view/a
","0000357301
",S&P600
"a href=""/wiki/Trupanion"" title=""Trupanion""Trupanion/a
",TRUP,"Financials
","Life &amp; Health Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TRUP&amp;action=getcompany"" rel=""nofollow""view/a
","0001371285
",S&P600
"a href=""/wiki/Trinseo"" title=""Trinseo""Trinseo/a
",TSE,"Materials
","Specialty Chemicals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TSE&amp;action=getcompany"" rel=""nofollow""view/a
","0001519061
",S&P600
"TTEC Holdings, Inc.
",TTEC,"Information Technology
","Data Processing &amp; Outsourced Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TTEC&amp;action=getcompany"" rel=""nofollow""view/a
","0001013880
",S&P600
"a href=""/wiki/TechTarget"" title=""TechTarget""TechTarget/a
",TTGT,"Communication Services
","Interactive Media &amp; Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TTGT&amp;action=getcompany"" rel=""nofollow""view/a
","0001293282
",S&P600
"TTM Technologies, Inc.
",TTMI,"Information Technology
","Electronic Manufacturing Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TTMI&amp;action=getcompany"" rel=""nofollow""view/a
","0001116942
",S&P600
"a href=""/wiki/Tupperware_Brands"" title=""Tupperware Brands"" Tupperware Brands Corp./a
",TUP,"Consumer Discretionary
","Housewares &amp; Specialties
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TUP&amp;action=getcompany"" rel=""nofollow""view/a
","0001008654
",S&P600
"a href=""/wiki/Tivity_Health"" title=""Tivity Health""Tivity Health/a
",TVTY,"Health Care
","Health Care Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TVTY&amp;action=getcompany"" rel=""nofollow""view/a
","0000704415
",S&P600
"a href=""/wiki/Titan_Tire_Corporation"" title=""Titan Tire Corporation""Titan International, Inc./a
",TWI,"Materials
","Agricultural &amp; Farm Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TWI&amp;action=getcompany"" rel=""nofollow""view/a
","0000899751
",S&P600
"Two Harbors Investment Corp.
",TWO,"Financials
","Mortgage REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=TWO&amp;action=getcompany"" rel=""nofollow""view/a
","0001465740
",S&P600
"a href=""/wiki/Urstadt_Biddle_Properties"" title=""Urstadt Biddle Properties"" Urstadt Biddle Properties, Inc./a
",UBA,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UBA&amp;action=getcompany"" rel=""nofollow""view/a
","0001029800
",S&P600
"a href=""/wiki/United_Community_Bank"" title=""United Community Bank""United Community Banks, Inc./a
",UCBI,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UCBI&amp;action=getcompany"" rel=""nofollow""view/a
","0000857855
",S&P600
"Ultra Clean Holdings, Inc.
",UCTT,"Information Technology
","Semiconductor Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UCTT&amp;action=getcompany"" rel=""nofollow""view/a
","0001275014
",S&P600
"a href=""/wiki/Universal_Electronics_Inc"" title=""Universal Electronics Inc""Universal Electronics Inc/a.
",UEIC,"Consumer Discretionary
","Consumer Electronics
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UEIC&amp;action=getcompany"" rel=""nofollow""view/a
","0000101984
",S&P600
"United Fire Group, Inc.
",UFCS,"Financials
","Property &amp; Casualty Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UFCS&amp;action=getcompany"" rel=""nofollow""view/a
","0000101199
",S&P600
"Unifi, Inc.
",UFI,"Consumer Discretionary
","Textiles
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UFI&amp;action=getcompany"" rel=""nofollow""view/a
","0000100726
",S&P600
"a href=""/wiki/UFP_Industries"" title=""UFP Industries"" Universal Forest Products, Inc./a
",UFPI,"Industrials
","Building Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UFPI&amp;action=getcompany"" rel=""nofollow""view/a
","0000912767
",S&P600
"a href=""/wiki/Domtar"" title=""Domtar"" Domtar Corp./a
",UFS,"Materials
","Paper Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UFS&amp;action=getcompany"" rel=""nofollow""view/a
","0001381531
",S&P600
"Universal Health Realty Income Trust
",UHT,"Real Estate
","Health Care REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UHT&amp;action=getcompany"" rel=""nofollow""view/a
","0000798783
",S&P600
"United Insurance Holdings Corp.
",UIHC,"Financials
","Property &amp; Casualty Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UIHC&amp;action=getcompany"" rel=""nofollow""view/a
","0001401521
",S&P600
"a href=""/wiki/Unisys"" title=""Unisys"" Unisys Corp./a
",UIS,"Information Technology
","IT Consulting &amp; Other Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UIS&amp;action=getcompany"" rel=""nofollow""view/a
","0000746838
",S&P600
"a href=""/wiki/UniFirst"" title=""UniFirst""UniFirst Corporation/a
",UNF,"Industrials
","Diversified Support Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UNF&amp;action=getcompany"" rel=""nofollow""view/a
","0000717954
",S&P600
"a href=""/wiki/United_Natural_Foods"" title=""United Natural Foods""United Natural Foods Inc/a
",UNFI,"Consumer Staples
","Food Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UNFI&amp;action=getcompany"" rel=""nofollow""view/a
","0001020859
",S&P600
"Uniti Group
",UNIT,"Real Estate
","Specialized REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UNIT&amp;action=getcompany"" rel=""nofollow""view/a
","0001620280
",S&P600
"a href=""/wiki/USANA_Health_Sciences"" title=""USANA Health Sciences"" Usana Health Sciences, Inc./a
",USNA,"Consumer Staples
","Packaged Foods &amp; Meats
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=USNA&amp;action=getcompany"" rel=""nofollow""view/a
","0000896264
",S&P600
"U.S. Physical Therapy, Inc.
",USPH,"Health Care
","Health Care Facilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=USPH&amp;action=getcompany"" rel=""nofollow""view/a
","0000885978
",S&P600
