0,1,2,3,4,5,6
"a href=""/wiki/Unitil_Corporation"" title=""Unitil Corporation""Unitil Corporation/a
",UTL,"Utilities
","Electric Utilities
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UTL&amp;action=getcompany"" rel=""nofollow""view/a
","0000755001
",S&P600
"Universal Insurance Holdings, Inc.
",UVE,"Financials
","Property &amp; Casualty Insurance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UVE&amp;action=getcompany"" rel=""nofollow""view/a
","0000891166
",S&P600
"a href=""/wiki/Universal_Corporation"" title=""Universal Corporation""Universal Corporation/a
",UVV,"Consumer Staples
","Tobacco
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=UVV&amp;action=getcompany"" rel=""nofollow""view/a
","0000102037
",S&P600
"Veritex Holdings, Inc.
",VBTX,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VBTX&amp;action=getcompany"" rel=""nofollow""view/a
","0001501570
",S&P600
"a href=""/wiki/Vericel"" title=""Vericel""Vericel/a
",VCEL,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VCEL&amp;action=getcompany"" rel=""nofollow""view/a
","0000887359
",S&P600
"a href=""/wiki/Veeco"" title=""Veeco"" Veeco Instruments Inc./a
",VECO,"Information Technology
","Semiconductor Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VECO&amp;action=getcompany"" rel=""nofollow""view/a
","0000103145
",S&P600
"a href=""/wiki/Vonage"" title=""Vonage"" Vonage Holdings Corp./a
",VG,"Communication Services
","Alternative Carriers
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VG&amp;action=getcompany"" rel=""nofollow""view/a
","0001272830
",S&P600
"a href=""/wiki/Vector_Group"" title=""Vector Group""Vector Group/a
",VGR,"Consumer Staples
","Tobacco
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VGR&amp;action=getcompany"" rel=""nofollow""view/a
","0000059440
",S&P600
"a href=""/wiki/Viavi_Solutions"" title=""Viavi Solutions""VIAVI Solutions/a
",VIAV,"Information Technology
","Communications Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VIAV&amp;action=getcompany"" rel=""nofollow""view/a
","0000912093
",S&P600
"a href=""/wiki/Vicor_Corporation"" title=""Vicor Corporation""Vicor Corporation/a
",VICR,"Industrials
","Electrical Components &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VICR&amp;action=getcompany"" rel=""nofollow""view/a
","0000751978
",S&P600
"Meridian Bioscience, Inc.
",VIVO,"Health Care
","Health Care Supplies
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VIVO&amp;action=getcompany"" rel=""nofollow""view/a
","0000794172
",S&P600
"Vanda Pharmaceuticals Inc.
",VNDA,"Health Care
","Pharmaceuticals
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VNDA&amp;action=getcompany"" rel=""nofollow""view/a
","0001347178
",S&P600
"a href=""/wiki/Vera_Bradley"" title=""Vera Bradley""Vera Bradley Sales, LLC/a
",VRA,"Consumer Discretionary
","Apparel, Accessories &amp; Luxury Goods
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VRA&amp;action=getcompany"" rel=""nofollow""view/a
","0001495320
",S&P600
"Varex Imaging Corporation
",VREX,"Health Care
","Health Care Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VREX&amp;action=getcompany"" rel=""nofollow""view/a
","0001681622
",S&P600
"a href=""/wiki/Virtus_Investment_Partners"" title=""Virtus Investment Partners""Virtus Investment Partners, Inc./a
",VRTS,"Financials
","Asset Management &amp; Custody Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VRTS&amp;action=getcompany"" rel=""nofollow""view/a
","0000883237
",S&P600
"a href=""/wiki/Veritiv"" title=""Veritiv"" Veritiv Corporation/a
",VRTV,"Industrials
","Trading Companies &amp; Distributors
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VRTV&amp;action=getcompany"" rel=""nofollow""view/a
","0001599489
",S&P600
"a href=""/wiki/Vista_Outdoor"" title=""Vista Outdoor"" Vista Outdoor Inc./a
",VSTO,"Consumer Discretionary
","Leisure Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VSTO&amp;action=getcompany"" rel=""nofollow""view/a
","0001616318
",S&P600
"a class=""mw-redirect"" href=""/wiki/Bristow_Group_Inc."" title=""Bristow Group Inc.""Bristow Group Inc./a
",VTOL,"Energy
","Oil &amp; Gas Equipment &amp; Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VTOL&amp;action=getcompany"" rel=""nofollow""view/a
","0001525221
",S&P600
"a href=""/wiki/Viad"" title=""Viad"" Viad Corp/a
",VVI,"Industrials
","Diversified Support Services
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=VVI&amp;action=getcompany"" rel=""nofollow""view/a
","0000884219
",S&P600
"a href=""/wiki/Westamerica_Bank"" title=""Westamerica Bank"" Westamerica Bancorporation/a
",WABC,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WABC&amp;action=getcompany"" rel=""nofollow""view/a
","0000311094
",S&P600
"a href=""/wiki/Walker_%26_Dunlop"" title=""Walker &amp; Dunlop"" Walker &amp; Dunlop, Inc./a
",WD,"Financials
","Thrifts &amp; Mortgage Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WD&amp;action=getcompany"" rel=""nofollow""view/a
","0001497770
",S&P600
"a href=""/wiki/WD-40_Company"" title=""WD-40 Company""WD-40 Company/a
",WDFC,"Consumer Staples
","Household Products
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WDFC&amp;action=getcompany"" rel=""nofollow""view/a
","0000105132
",S&P600
"a href=""/wiki/WisdomTree_Investments"" title=""WisdomTree Investments""WisdomTree Investments, Inc./a
",WETF,"Financials
","Asset Management &amp; Custody Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WETF&amp;action=getcompany"" rel=""nofollow""view/a
","0000880631
",S&P600
"a href=""/wiki/Winnebago_Industries"" title=""Winnebago Industries"" Winnebago Industries, Inc./a
",WGO,"Consumer Discretionary
","Automobile Manufacturers
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WGO&amp;action=getcompany"" rel=""nofollow""view/a
","0000107687
",S&P600
"Encore Wire Corporation
",WIRE,"Industrials
","Electrical Components &amp; Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WIRE&amp;action=getcompany"" rel=""nofollow""view/a
","0000850460
",S&P600
"a href=""/wiki/Wabash_National"" title=""Wabash National""Wabash National/a
",WNC,"Industrials
","Construction Machinery &amp; Heavy Trucks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WNC&amp;action=getcompany"" rel=""nofollow""view/a
","0000879526
",S&P600
"Washington Real Estate Investment
",WRE,"Real Estate
","Diversified REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WRE&amp;action=getcompany"" rel=""nofollow""view/a
","0000104894
",S&P600
"World Acceptance Corporation
",WRLD,"Financials
","Consumer Finance
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WRLD&amp;action=getcompany"" rel=""nofollow""view/a
","0000108385
",S&P600
"a href=""/wiki/WSFS_Bank"" title=""WSFS Bank"" WSFS Financial Corporation/a
",WSFS,"Financials
","Regional Banks
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WSFS&amp;action=getcompany"" rel=""nofollow""view/a
","0000828944
",S&P600
"Whitestone REIT
",WSR,"Real Estate
","Retail REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WSR&amp;action=getcompany"" rel=""nofollow""view/a
","0001175535
",S&P600
"Watts Water Technologies, Inc.
",WTS,"Industrials
","Industrial Machinery
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WTS&amp;action=getcompany"" rel=""nofollow""view/a
","0000795403
",S&P600
"a href=""/wiki/Wolverine_World_Wide"" title=""Wolverine World Wide"" Wolverine World Wide, Inc./a
",WWW,"Consumer Discretionary
","Footwear
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=WWW&amp;action=getcompany"" rel=""nofollow""view/a
","0000110471
",S&P600
"a href=""/wiki/Xenia_Hotels_%26_Resorts"" title=""Xenia Hotels &amp; Resorts"" Xenia Hotels &amp; Resorts, Inc./a
",XHR,"Real Estate
","Hotel &amp; Resort REITs
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=XHR&amp;action=getcompany"" rel=""nofollow""view/a
","0001616000
",S&P600
"Xencor Inc
",XNCR,"Health Care
","Biotechnology
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=XNCR&amp;action=getcompany"" rel=""nofollow""view/a
","0001326732
",S&P600
"a href=""/wiki/Xperi"" title=""Xperi"" Xperi Holding Corp/a
",XPER,"Information Technology
","Semiconductor Equipment
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=XPER&amp;action=getcompany"" rel=""nofollow""view/a
","0001803696
",S&P600
"a href=""/wiki/Olympic_Steel"" title=""Olympic Steel""Olympic Steel, Inc./a
",ZEUS,"Materials
","Steel
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ZEUS&amp;action=getcompany"" rel=""nofollow""view/a
","0000917470
",S&P600
"a href=""/wiki/Zumiez"" title=""Zumiez""Zumiez, Inc./a
",ZUMZ,"Consumer Discretionary
","Apparel Retail
","a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ZUMZ&amp;action=getcompany"" rel=""nofollow""view/a
","0001318008
",S&P600
"a href=""/wiki/Acadia_Healthcare"" title=""Acadia Healthcare""Acadia Healthcare/a
",ACHC,Health Care,Health Care Facilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ACHC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/ACI_Worldwide"" title=""ACI Worldwide""ACI Worldwide/a
",ACIW,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ACIW&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Adient"" title=""Adient""Adient/a
",ADNT,Consumer Discretionary,Auto Parts &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ADNT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/AECOM"" title=""AECOM""AECOM/a
",ACM,Industrials,Construction &amp; Engineering,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ACM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Affiliated_Managers_Group"" title=""Affiliated Managers Group""Affiliated Managers Group/a
",AMG,Financials,Asset Management &amp; Custody Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AMG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Alliance_Data_Systems"" title=""Alliance Data Systems""Alliance Data Systems/a
",ADS,Information Technology,Data Processing &amp; Outsourced Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ADS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/American_Campus_Communities"" title=""American Campus Communities""American Campus Communities/a
",ACC,Real Estate,Residential REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ACC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/American_Eagle_Outfitters"" title=""American Eagle Outfitters""American Eagle Outfitters/a
",AEO,Consumer Discretionary,Apparel Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AEO&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/American_Financial_Group"" title=""American Financial Group""American Financial Group/a
",AFG,Financials,Multi-line Insurance,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AFG&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/AGCO"" title=""AGCO""AGCO/a
",AGCO,Industrials,Agricultural &amp; Farm Machinery,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AGCO&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Apartment_Income_REIT&amp;action=edit&amp;redlink=1"" title=""Apartment Income REIT (page does not exist)""Apartment Income REIT/a
",AIRC,Real Estate,Residential REITs,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AIRC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=ALLETE&amp;action=edit&amp;redlink=1"" title=""ALLETE (page does not exist)""ALLETE/a
",ALE,Utilities,Electric Utilities,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ALE&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Amedisys"" title=""Amedisys""Amedisys/a
",AMED,Health Care,Health Care Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AMED&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""mw-redirect"" href=""/wiki/Antero_Midstream"" title=""Antero Midstream""Antero Midstream/a
",AM,Energy,Oil &amp; Gas Storage &amp; Transportation,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AM&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Amkor_Technology"" title=""Amkor Technology""Amkor Technology/a
",AMKR,Information Technology,Semiconductors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AMKR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/AutoNation"" title=""AutoNation""AutoNation/a
",AN,Consumer Discretionary,Automotive Retail,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=Digital_Turbine&amp;action=edit&amp;redlink=1"" title=""Digital Turbine (page does not exist)""Digital Turbine/a
",APPS,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=APPS&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Arrow_Electronics"" title=""Arrow Electronics""Arrow Electronics/a
",ARW,Information Technology,Technology Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARW&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Arrowhead_Pharmaceuticals"" title=""Arrowhead Pharmaceuticals""Arrowhead Pharmaceuticals/a
",ARWR,Health Care,Biotechnology,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ARWR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Associated_Banc-Corp"" title=""Associated Banc-Corp""Associated Banc-Corp/a
",ASB,Financials,Regional Banks,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASB&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a class=""new"" href=""/w/index.php?title=ASGN&amp;action=edit&amp;redlink=1"" title=""ASGN (page does not exist)""ASGN/a
",ASGN,Industrials,Human Resource &amp; Employment Services,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASGN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Ashland_Global"" title=""Ashland Global""Ashland Global/a
",ASH,Materials,Diversified Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ASH&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/AptarGroup"" title=""AptarGroup""AptarGroup/a
",ATR,Materials,Metal &amp; Glass Containers,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=ATR&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Avient_Corporation"" title=""Avient Corporation""Avient Corporation/a
",AVNT,Materials,Specialty Chemicals,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVNT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Avnet"" title=""Avnet""Avnet/a
",AVT,Information Technology,Technology Distributors,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AVT&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Acuity_Brands"" title=""Acuity Brands""Acuity Brands/a
",AYI,Industrials,Electrical Components &amp; Equipment,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AYI&amp;owner=exclude&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Axon_Enterprise"" title=""Axon Enterprise""Axon Enterprise/a
",AXON,Industrials,Aerospace &amp; Defense,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AAXN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Aspen_Technology"" title=""Aspen Technology""Aspen Technology/a
",AZPN,Information Technology,Application Software,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=AZPN&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
"a href=""/wiki/Brunswick_Corporation"" title=""Brunswick Corporation""Brunswick Corporation/a
",BC,Consumer Discretionary,Leisure Products,"a class=""external text"" href=""https://www.sec.gov/cgi-bin/browse-edgar?CIK=BC&amp;action=getcompany"" rel=""nofollow""reports/a
",,S&P400
