Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['PFS'], '-', '1.72B', '161.10M', '394.70M', '21.89', '9.65', '0.92', '4.14%', '1155', '2.70', '10.50', '12.23', '1.31', '4.36', '1.02', '2.30', '37.93', '-', '-', '0.43', '0.43', '-2.29%', '-1.69%', '-0.74%', '1.20%', '9.80%', '15.30%', '-', '94.60%', '40.80%', '43.40%', '76.64M', '71.64M', '1.09%', '2.98', '25.40', '-16.15%', '83.25%', '262.22K', '52,174', '-3.52%', '69.18%', '23.78%'],
[['PGTI'], '-', '1.19B', '46.30M', '1.02B', '8.76', '0.79', '-', '-', '3500', '2.40', '25.66', '14.29', '7.33', '1.18', '2.27', '25.09', '314.26', '2.00', '2.60', '0.91', '0.91', '-8.00%', '-11.13%', '-16.79%', '4.00%', '9.30%', '8.10%', '35.10%', '9.30%', '4.60%', '0.00%', '59.55M', '56.95M', '1.74%', '3.00', '27.50', '-31.87%', '19.02%', '330.32K', '28,366', '-23.12%', '8.69%', '-2.21%'],
[['PIPR'], '-', '2.42B', '175.20M', '1.66B', '66.52', '22.17', '2.20', '1.63%', '1511', '2.30', '13.06', '9.85', '1.31', '1.46', '2.03', '6.10', '7.12', '-', '-', '0.00', '0.18', '-7.00%', '-2.72%', '10.50%', '9.00%', '20.10%', '4.60%', '98.30%', '17.60%', '10.40%', '12.50%', '14.36M', '13.63M', '1.99%', '3.66', '158.00', '-11.33%', '96.51%', '74.24K', '6,651', '19.51%', '95.17%', '36.19%'],
[['PKE'], '-', '276.26M', '6.00M', '47.70M', '6.71', '5.79', '0.40', '2.92%', '106', '-', '47.21', '-', '3.15', '5.79', '2.04', '2.37', '-', '12.00', '12.50', '0.00', '0.00', '-5.20%', '-8.29%', '-5.40%', '3.40%', '4.10%', '2.50%', '31.50%', '15.40%', '11.90%', '144.20%', '20.38M', '17.59M', '1.88%', '3.87', '-', '-16.30%', '28.53%', '85.38K', '30,552', '-2.28%', '17.92%', '2.09%'],
[['PLAB'], '-', '869.66M', '42.10M', '631.80M', '13.43', '4.57', '-', '-', '1728', '2.30', '20.83', '13.57', '2.08', '1.38', '1.04', '3.07', '16.89', '2.80', '3.20', '0.14', '0.11', '-3.98%', '0.27%', '7.09%', '3.40%', '5.20%', '4.90%', '23.30%', '12.00%', '6.70%', '0.00%', '60.88M', '59.11M', '2.71%', '3.84', '18.00', '-10.03%', '45.01%', '417.58K', '101,777', '15.15%', '39.23%', '25.63%'],
[['PLAY'], '-', '1.76B', '-32.40M', '868.90M', '4.77', '2.23', '-', '-', '8547', '2.50', '-', '13.01', '-', '2.03', '7.64', '16.33', '16.77', '0.60', '0.60', '0.00', '2.34', '-0.87%', '0.66%', '-6.74%', '-1.40%', '-16.90%', '-22.70%', '84.40%', '0.60%', '-3.70%', '-', '48.18M', '39.13M', '15.75%', '4.82', '49.56', '-31.08%', '145.02%', '1.28M', '151,544', '-21.27%', '157.93%', '21.32%'],
[['PLCE'], '-', '1.23B', '90.40M', '1.75B', '11.38', '4.32', '-', '-', '1700', '2.00', '13.74', '8.57', '-', '0.70', '7.31', '19.23', '85.47', '0.20', '0.90', '1.63', '0.44', '-4.22%', '-6.34%', '7.66%', '7.90%', '74.70%', '-38.00%', '37.10%', '8.10%', '5.20%', '0.00%', '14.78M', '13.91M', '22.81%', '6.45', '124.67', '-22.09%', '246.27%', '492.36K', '127,298', '5.00%', '181.80%', '65.99%'],
[['PLMR'], '-', '2.19B', '11.40M', '194.30M', '14.79', '0.98', '-', '-', '122', '2.10', '206.32', '28.82', '-', '11.26', '5.85', '87.87', '111.64', '-', '-', '0.00', '0.00', '-4.23%', '2.21%', '4.61%', '1.50%', '3.10%', '1.70%', '-', '5.80%', '5.90%', '0.00%', '25.48M', '24.02M', '4.38%', '8.69', '93.00', '-26.40%', '39.21%', '121.14K', '14,637', '23.55%', '-16.27%', '-2.69%'],
[['POLY'], '-', '1.25B', '-19.10M', '1.80B', '-2.68', '4.88', '-', '-', '8200', '2.30', '-', '6.95', '-', '0.70', '-', '5.89', '-', '1.00', '1.40', '-', '-', '-8.85%', '-13.47%', '-21.78%', '-', '-', '1.10%', '44.10%', '-', '-', '-', '42.06M', '41.58M', '9.87%', '10.34', '41.67', '-46.57%', '148.31%', '396.85K', '68,851', '-31.50%', '131.80%', '6.25%'],
[['PLUS'], '-', '1.44B', '80.60M', '1.63B', '43.77', '6.69', '-', '-', '1560', '1.70', '17.07', '14.05', '3.41', '0.88', '2.34', '15.33', '34.41', '1.60', '1.70', '0.06', '0.02', '-5.49%', '1.98%', '6.56%', '7.50%', '14.60%', '11.60%', '24.60%', '7.00%', '4.90%', '0.00%', '13.33M', '13.22M', '1.42%', '2.89', '110.50', '-8.34%', '51.39%', '64.77K', '4,055', '1.09%', '37.47%', '16.55%'],
[['PLXS'], '-', '2.58B', '143.00M', '3.44B', '35.77', '10.46', '-', '-', '19500', '2.30', '18.35', '15.54', '2.26', '0.75', '2.49', '8.51', '12.52', '0.90', '1.80', '0.24', '0.18', '-4.62%', '-2.79%', '-1.95%', '6.30%', '14.30%', '10.20%', '9.70%', '5.40%', '4.20%', '0.00%', '28.53M', '27.69M', '2.60%', '7.00', '104.80', '-14.73%', '34.07%', '102.93K', '7,169', '-0.76%', '23.38%', '13.85%'],
[['PMT'], '-', '1.93B', '266.70M', '1.02B', '20.87', '0.70', '1.88', '9.51%', '1', '2.50', '7.31', '9.72', '1.76', '1.88', '0.95', '28.12', '-', '-', '-', '5.32', '1.80', '0.47%', '0.31%', '1.69%', '2.20%', '13.20%', '0.50%', '32.50%', '29.40%', '26.00%', '64.20%', '97.93M', '96.07M', '3.67%', '4.29', '20.89', '-9.34%', '31.98%', '820.61K', '128,147', '1.23%', '14.54%', '12.39%'],
[['PNTG'], '-', '856.86M', '12.00M', '422.40M', '3.72', '0.11', '-', '-', '5223', '2.00', '80.13', '29.36', '-', '2.03', '8.44', '295.47', '-', '0.90', '0.90', '0.36', '0.36', '0.64%', '-3.92%', '-30.19%', '2.40%', '12.30%', '15.80%', '22.30%', '3.30%', '2.80%', '0.00%', '28.36M', '25.70M', '2.86%', '8.14', '40.67', '-55.59%', '21.88%', '90.36K', '10,577', '-37.42%', '-10.49%', '-45.90%'],
[['POWI'], '-', '6.59B', '123.80M', '625.70M', '14.38', '8.38', '0.52', '0.49%', '725', '2.20', '53.14', '33.79', '2.10', '10.53', '7.45', '12.79', '72.90', '8.50', '9.80', '0.00', '0.00', '-1.25%', '9.24%', '22.65%', '13.40%', '14.90%', '8.20%', '49.40%', '20.40%', '19.80%', '23.30%', '60.54M', '59.68M', '3.00%', '5.55', '105.67', '-4.26%', '107.10%', '322.06K', '41,856', '30.23%', '99.27%', '30.94%'],
[['POWL'], '-', '275.51M', '0.40M', '455.80M', '25.85', '10.88', '1.04', '4.47%', '1997', '3.00', '775.00', '581.25', '77.50', '0.60', '0.90', '2.14', '-', '2.40', '2.70', '0.00', '0.00', '-6.29%', '-12.85%', '-24.21%', '0.10%', '0.10%', '5.00%', '16.30%', '0.20%', '0.10%', '-', '11.72M', '8.97M', '2.31%', '3.95', '27.00', '-36.84%', '1.93%', '52.46K', '27,637', '-33.23%', '-8.03%', '-21.16%'],
[['PPBI'], '-', '3.56B', '296.20M', '706.50M', '30.05', '8.11', '1.32', '3.44%', '1478', '2.00', '12.21', '13.49', '1.53', '5.04', '1.28', '4.73', '21.95', '-', '-', '0.17', '0.17', '-5.88%', '-5.41%', '-7.53%', '1.50%', '10.80%', '11.40%', '-', '97.40%', '41.90%', '36.70%', '93.64M', '93.09M', '1.98%', '4.82', '45.67', '-22.44%', '99.30%', '381.92K', '50,920', '-16.04%', '71.99%', '22.47%'],
[['PRA'], '-', '1.27B', '-35.90M', '924.40M', '26.39', '2.99', '0.20', '0.85%', '827', '2.70', '-', '32.82', '-', '1.38', '0.90', '7.91', '11.54', '-', '-', '0.32', '0.32', '-8.77%', '-2.27%', '-2.68%', '-0.70%', '-2.60%', '-9.10%', '-', '-5.10%', '-3.90%', '-', '53.97M', '53.27M', '1.56%', '3.77', '28.33', '-22.71%', '66.18%', '220.39K', '37,950', '-13.95%', '64.55%', '32.83%'],
[['PRAA'], '-', '1.85B', '186.70M', '1.12B', '31.76', '1.67', '-', '-', '3676', '2.20', '10.04', '12.20', '0.28', '1.66', '1.28', '24.40', '61.60', '-', '-', '1.75', '1.75', '-1.31%', '2.14%', '5.73%', '4.30%', '13.80%', '7.40%', '81.90%', '35.20%', '16.70%', '0.00%', '45.81M', '44.99M', '7.93%', '15.60', '42.50', '-10.81%', '23.86%', '228.65K', '30,088', '16.72%', '-0.24%', '2.77%'],
[['PRDO'], '-', '733.79M', '124.40M', '699.50M', '8.73', '6.89', '-', '-', '4700', '1.30', '6.08', '6.30', '0.41', '1.05', '1.22', '1.54', '5.10', '4.70', '4.70', '0.00', '0.00', '-5.03%', '-8.63%', '-15.16%', '16.90%', '21.80%', '21.70%', '83.70%', '20.70%', '17.80%', '0.00%', '70.30M', '69.33M', '6.80%', '10.49', '-', '-26.64%', '-0.70%', '449.14K', '98,755', '-16.65%', '-12.24%', '-15.99%'],
[['PRFT'], '-', '3.86B', '44.80M', '673.70M', '12.91', '2.60', '-', '-', '4277', '1.60', '85.62', '30.97', '5.35', '5.73', '8.95', '44.51', '37.14', '2.20', '2.20', '0.46', '0.46', '-1.88%', '11.47%', '57.96%', '5.80%', '11.30%', '7.00%', '38.30%', '10.80%', '6.60%', '0.00%', '33.05M', '32.24M', '8.43%', '7.11', '117.50', '-7.30%', '204.17%', '382.48K', '110,684', '87.32%', '169.73%', '142.39%'],
[['PRGS'], '-', '2.02B', '74.20M', '475.90M', '8.35', '-', '0.70', '1.52%', '1796', '1.50', '27.95', '12.80', '2.80', '4.25', '5.52', '-', '14.89', '1.80', '1.80', '1.54', '1.48', '-2.66%', '-1.91%', '0.12%', '7.00%', '20.70%', '12.50%', '85.20%', '21.30%', '15.60%', '40.80%', '43.82M', '43.27M', '6.61%', '10.18', '55.17', '-9.10%', '30.09%', '281.12K', '18,440', '5.08%', '29.76%', '1.99%'],
[['PRK'], '-', '1.83B', '158.00M', '354.50M', '65.44', '57.87', '4.12', '3.49%', '1756', '3.00', '12.27', '15.39', '2.99', '5.17', '1.80', '2.04', '12.71', '-', '-', '0.18', '0.18', '-0.81%', '-0.88%', '-3.63%', '1.60%', '15.20%', '23.50%', '-', '98.40%', '44.60%', '42.30%', '16.34M', '15.90M', '3.28%', '14.27', '119.00', '-18.98%', '44.08%', '36.55K', '4,785', '-16.21%', '32.29%', '12.47%'],
[['PRLB'], '-', '1.95B', '40.90M', '451.90M', '30.00', '2.35', '-', '-', '2408', '2.80', '50.59', '35.77', '2.02', '4.31', '2.53', '32.38', '53.12', '2.50', '2.70', '0.00', '0.00', '0.29%', '-6.57%', '-39.01%', '4.90%', '5.60%', '7.40%', '48.50%', '10.80%', '9.10%', '0.00%', '27.74M', '27.59M', '10.20%', '8.37', '100.67', '-74.48%', '8.84%', '335.91K', '81,577', '-38.71%', '-46.90%', '-50.50%'],
[['PSMT'], '-', '2.51B', '97.30M', '3.52B', '29.55', '8.49', '0.70', '0.85%', '9500', '3.00', '25.76', '23.37', '1.72', '0.71', '2.79', '9.72', '35.61', '0.60', '1.30', '0.14', '0.11', '-2.87%', '-4.66%', '-10.28%', '5.90%', '11.20%', '8.20%', '17.70%', '4.40%', '2.80%', '32.80%', '30.41M', '27.54M', '1.51%', '4.76', '-', '-22.52%', '29.24%', '87.36K', '5,749', '-12.43%', '20.72%', '-9.42%'],
[['PTEN'], '-', '1.52B', '-428.40M', '960.60M', '9.59', '1.12', '0.08', '1.02%', '3000', '2.80', '-', '-', '-', '1.58', '0.82', '7.01', '185.12', '1.60', '1.70', '0.50', '0.50', '-3.36%', '-5.50%', '-1.79%', '-13.10%', '-21.80%', '-26.20%', '24.20%', '-48.50%', '-44.60%', '-', '188.41M', '181.28M', '6.34%', '6.61', '9.79', '-33.94%', '212.82%', '1.74M', '529,818', '-0.88%', '127.09%', '49.81%'],
[['PUMP'], '-', '804.40M', '-102.20M', '666.40M', '8.25', '0.70', '-', '-', '1100', '2.30', '-', '27.43', '-', '1.21', '0.94', '11.06', '25.46', '1.40', '1.40', '0.00', '0.00', '-6.02%', '-6.59%', '-22.27%', '-9.60%', '-11.80%', '-11.90%', '24.80%', '-19.90%', '-15.30%', '-', '102.40M', '75.97M', '4.71%', '3.81', '11.95', '-48.93%', '99.58%', '940.07K', '125,268', '-30.82%', '54.87%', '5.41%'],
[['PVAC'], '-', '325.50M', '-389.50M', '349.70M', '10.12', '3.26', '-', '-', '87', '2.00', '-', '3.43', '-', '0.93', '2.11', '6.55', '5.07', '0.70', '0.70', '2.45', '2.40', '-0.03%', '5.70%', '21.44%', '-41.40%', '-179.80%', '-50.80%', '77.90%', '-69.00%', '-', '-', '15.31M', '15.18M', '8.55%', '3.96', '28.20', '-24.46%', '210.85%', '327.24K', '144,877', '31.91%', '108.10%', '110.15%'],
[['QNST'], '-', '969.82M', '23.60M', '578.50M', '5.50', '2.06', '-', '-', '614', '1.30', '42.02', '19.06', '1.68', '1.68', '3.29', '8.79', '19.96', '1.80', '1.80', '0.00', '0.00', '-1.37%', '-0.80%', '-10.83%', '5.50%', '8.30%', '8.40%', '12.20%', '5.30%', '4.10%', '0.00%', '53.70M', '50.23M', '2.12%', '4.03', '26.15', '-31.47%', '21.90%', '264.25K', '53,077', '-18.38%', '20.87%', '-15.72%'],
[['RAVN'], '-', '2.06B', '25.50M', '403.60M', '9.77', '0.36', '-', '-', '1290', '3.00', '81.81', '40.76', '4.09', '5.11', '5.87', '157.47', '1473.49', '1.40', '2.50', '0.00', '0.01', '-1.02%', '-1.04%', '29.40%', '6.00%', '7.50%', '5.80%', '35.00%', '7.30%', '6.30%', '0.00%', '36.09M', '35.37M', '5.61%', '3.27', '59.00', '-3.59%', '175.83%', '607.53K', '51,353', '57.08%', '136.20%', '73.32%'],
[['RC'], '-', '1.07B', '111.80M', '521.60M', '14.88', '2.83', '1.68', '11.09%', '500', '1.90', '7.87', '8.54', '0.55', '2.06', '1.02', '5.35', '-', '-', '-', '6.88', '6.88', '-1.45%', '-0.95%', '6.12%', '1.60%', '12.00%', '1.30%', '43.80%', '15.60%', '21.40%', '62.20%', '71.22M', '69.96M', '3.13%', '5.17', '16.71', '-10.79%', '44.22%', '423.18K', '101,803', '5.50%', '24.79%', '21.69%'],
[['RCII'], '-', '4.09B', '224.20M', '3.66B', '14.15', '2.20', '1.24', '2.00%', '14320', '1.50', '16.74', '8.74', '0.49', '1.12', '4.38', '28.20', '33.95', '-', '-', '1.55', '1.55', '-4.33%', '1.31%', '10.81%', '9.50%', '33.20%', '28.50%', '53.30%', '8.50%', '6.10%', '29.80%', '66.31M', '60.55M', '2.74%', '2.77', '75.25', '-11.38%', '112.64%', '599.96K', '55,971', '1.66%', '116.64%', '61.87%'],
[['RDNT'], '-', '1.47B', '24.40M', '1.25B', '3.77', '2.74', '-', '-', '6157', '1.70', '61.13', '36.45', '4.08', '1.18', '7.59', '10.46', '18.39', '0.90', '0.90', '3.86', '3.80', '-7.43%', '-14.70%', '8.86%', '1.30%', '13.90%', '4.70%', '23.50%', '7.00%', '2.00%', '0.00%', '52.24M', '45.49M', '3.72%', '5.56', '43.67', '-28.73%', '105.19%', '304.52K', '32,398', '22.68%', '80.62%', '46.19%'],
[['REGI'], '-', '2.44B', '161.60M', '2.47B', '33.94', '17.02', '-', '-', '793', '2.10', '14.00', '13.64', '2.57', '0.99', '1.42', '2.83', '-', '5.20', '6.90', '0.33', '0.33', '-3.02%', '-15.00%', '-31.35%', '9.00%', '11.60%', '9.90%', '13.50%', '7.10%', '6.50%', '0.00%', '48.12M', '46.56M', '5.62%', '3.02', '80.00', '-59.97%', '9.46%', '866.51K', '130,713', '-28.48%', '1.82%', '-31.90%'],
[['RES'], '-', '912.51M', '-37.10M', '636.60M', '2.89', '0.53', '-', '-', '2005', '3.40', '-', '29.12', '-', '1.43', '1.38', '7.54', '-', '3.80', '4.60', '0.00', '0.00', '-4.42%', '-7.43%', '-20.58%', '-4.70%', '-5.90%', '-33.60%', '19.80%', '-10.20%', '-5.80%', '-', '215.73M', '68.95M', '10.64%', '9.37', '4.99', '-49.26%', '69.06%', '783.49K', '181,613', '-24.14%', '25.08%', '26.67%'],
[['REX'], '-', '450.31M', '28.00M', '610.20M', '66.42', '30.70', '-', '-', '119', '2.00', '15.90', '9.16', '1.99', '0.74', '1.11', '2.40', '16.43', '6.30', '7.40', '0.00', '0.00', '-6.41%', '-6.81%', '-12.97%', '5.80%', '7.20%', '0.90%', '9.00%', '4.60%', '4.60%', '0.00%', '6.01M', '5.25M', '1.66%', '3.75', '-', '-35.50%', '25.07%', '23.26K', '2,279', '-25.14%', '19.92%', '0.31%'],
[['REZI'], '-', '3.98B', '241.00M', '5.76B', '14.61', '3.89', '-', '-', '14700', '2.60', '15.22', '12.65', '-', '0.69', '1.83', '6.87', '20.08', '1.10', '1.60', '0.57', '0.56', '-13.92%', '-12.49%', '-6.03%', '4.30%', '12.50%', '3.20%', '26.80%', '7.60%', '4.20%', '0.00%', '143.94M', '143.41M', '2.26%', '4.61', '37.00', '-21.88%', '165.32%', '703.05K', '91,594', '-10.06%', '122.48%', '25.68%'],
[['RGNX'], '-', '1.90B', '-145.20M', '161.30M', '11.93', '8.88', '-', '-', '306', '2.00', '-', '-', '-', '11.79', '3.78', '5.07', '-', '4.80', '4.80', '0.00', '0.00', '26.17%', '30.75%', '17.39%', '-19.60%', '-31.30%', '-32.90%', '73.80%', '-84.40%', '-90.00%', '-', '42.51M', '37.18M', '8.36%', '7.35', '64.00', '-10.43%', '73.65%', '422.95K', '83,985', '12.63%', '52.57%', '-0.71%'],
[['RGP'], '-', '497.84M', '25.20M', '629.50M', '10.07', '2.20', '0.56', '3.81%', '3753', '2.70', '19.15', '12.77', '2.39', '0.79', '1.46', '6.69', '27.81', '2.30', '2.30', '0.13', '0.13', '-4.81%', '-1.87%', '6.19%', '4.90%', '8.00%', '6.80%', '38.30%', '3.60%', '4.00%', '72.50%', '32.72M', '31.57M', '1.13%', '1.82', '18.00', '-10.30%', '39.49%', '196.08K', '35,400', '5.68%', '23.65%', '16.87%'],
[['RGR'], '-', '1.29B', '139.00M', '699.40M', '18.14', '10.03', '3.44', '4.63%', '1870', '2.50', '9.50', '11.90', '-', '1.84', '4.10', '7.40', '-', '3.30', '3.70', '0.00', '0.00', '-3.10%', '-4.91%', '1.42%', '39.10%', '49.90%', '33.50%', '38.10%', '26.70%', '19.90%', '21.30%', '17.59M', '17.16M', '4.59%', '4.82', '85.00', '-20.09%', '25.91%', '163.32K', '17,709', '3.64%', '22.07%', '14.17%'],
[['RGS'], '-', '142.11M', '-113.30M', '415.10M', '0.47', '0.55', '-', '-', '2446', '2.50', '-', '32.40', '-', '0.34', '8.62', '7.40', '-', '0.30', '0.40', '10.99', '10.99', '-24.71%', '-41.73%', '-58.73%', '-10.30%', '-211.30%', '-48.40%', '61.90%', '-25.10%', '-27.30%', '-', '36.04M', '29.86M', '20.47%', '9.34', '-', '-72.41%', '3.12%', '654.66K', '1,250,295', '-69.43%', '-26.50%', '-55.93%']
[['RILY'], '-', '1.67B', '544.20M', '1.57B', '26.48', '10.70', '2.00', '3.33%', '996', '-', '3.05', '-', '-', '1.06', '2.27', '5.61', '-', '-', '-', '3.98', '2.04', '-9.55%', '-11.61%', '-0.85%', '16.50%', '92.90%', '11.80%', '95.20%', '52.40%', '34.60%', '8.10%', '27.34M', '15.63M', '8.84%', '5.08', '-', '-24.36%', '163.98%', '271.82K', '69,714', '12.04%', '150.46%', '51.06%'],
[['RLGY'], '-', '1.94B', '230.00M', '7.72B', '17.18', '7.58', '-', '-', '9235', '2.40', '8.89', '5.87', '0.32', '0.25', '1.00', '2.26', '2.44', '1.50', '1.50', '1.77', '1.68', '-5.12%', '-4.90%', '0.93%', '4.20%', '16.40%', '-4.70%', '20.50%', '5.00%', '3.90%', '0.00%', '116.50M', '114.33M', '10.75%', '8.56', '23.43', '-15.00%', '83.89%', '1.44M', '216,414', '8.34%', '55.68%', '30.64%'],
[['RMAX'], '-', '590.42M', '11.10M', '293.10M', '28.12', '5.74', '0.92', '2.91%', '545', '2.40', '53.09', '12.35', '-', '2.01', '1.12', '5.50', '10.49', '1.60', '1.60', '0.42', '0.42', '-6.23%', '-7.83%', '-14.58%', '2.00%', '2.10%', '3.90%', '-', '11.80%', '3.80%', '149.40%', '18.72M', '17.99M', '3.62%', '5.67', '40.83', '-29.46%', '5.20%', '114.77K', '6,959', '-21.26%', '-5.53%', '-13.05%'],
[['RMBS'], '-', '2.57B', '-13.20M', '277.60M', '7.41', '4.35', '-', '-', '623', '2.30', '-', '16.03', '-', '9.24', '3.15', '5.38', '16.55', '8.20', '8.30', '0.19', '0.19', '-2.69%', '-2.04%', '11.53%', '-1.10%', '-1.50%', '-4.50%', '77.30%', '-3.60%', '-4.70%', '-', '112.14M', '107.29M', '6.64%', '10.43', '26.10', '-7.82%', '77.52%', '683.04K', '146,429', '15.81%', '68.01%', '33.85%'],
[['RNST'], '-', '1.85B', '160.30M', '486.80M', '39.13', '28.83', '0.88', '2.64%', '2524', '3.00', '11.73', '13.58', '1.17', '3.81', '0.85', '1.15', '-', '-', '-', '0.14', '0.14', '-6.24%', '-9.43%', '-17.17%', '1.00%', '7.40%', '16.50%', '-', '88.80%', '32.90%', '30.90%', '56.33M', '54.30M', '5.05%', '10.38', '38.75', '-31.42%', '54.19%', '264.21K', '22,439', '-25.71%', '43.02%', '-1.19%'],
[['ROCK'], '-', '2.23B', '80.80M', '1.13B', '24.02', '0.52', '-', '-', '2337', '1.70', '28.15', '16.79', '1.41', '1.97', '2.87', '131.37', '24.87', '0.90', '1.40', '0.04', '0.04', '-7.10%', '-7.43%', '-17.66%', '5.50%', '8.40%', '10.00%', '24.20%', '9.00%', '5.60%', '0.00%', '32.79M', '32.50M', '1.79%', '5.34', '98.75', '-35.04%', '17.47%', '108.89K', '7,184', '-21.06%', '7.92%', '-4.16%'],
[['ROG'], '-', '3.56B', '82.10M', '876.80M', '57.49', '10.73', '-', '-', '3350', '1.40', '42.90', '22.67', '-', '4.06', '3.26', '17.46', '26.86', '3.30', '4.10', '0.00', '0.00', '-9.77%', '-8.26%', '-1.81%', '6.40%', '8.00%', '4.60%', '38.30%', '11.60%', '9.40%', '0.00%', '18.73M', '18.56M', '2.06%', '5.04', '243.00', '-15.43%', '90.04%', '75.98K', '9,024', '-5.42%', '75.70%', '20.69%'],
[['ROIC'], '-', '2.14B', '39.10M', '282.60M', '10.47', '0.36', '0.44', '2.54%', '66', '2.30', '55.24', '54.37', '6.90', '7.57', '1.65', '47.52', '22.80', '-', '-', '1.07', '1.07', '-3.98%', '-3.22%', '3.35%', '1.40%', '3.20%', '3.70%', '85.00%', '35.70%', '13.80%', '132.60%', '118.53M', '118.32M', '3.02%', '4.13', '19.35', '-9.70%', '76.84%', '864.45K', '107,147', '5.81%', '52.47%', '29.13%'],
[['RPAI'], '-', '2.81B', '19.50M', '455.20M', '7.38', '0.31', '0.30', '2.34%', '214', '3.00', '140.99', '145.80', '-', '6.17', '1.74', '41.81', '19.76', '-', '-', '1.11', '1.11', '-2.93%', '0.65%', '13.08%', '0.50%', '1.20%', '2.80%', '69.00%', '21.40%', '4.30%', '197.20%', '213.81M', '212.61M', '2.09%', '2.41', '12.80', '-7.13%', '145.18%', '1.84M', '130,777', '15.07%', '95.88%', '49.88%'],
[['RPT'], '-', '1.05B', '38.60M', '196.50M', '9.20', '0.34', '0.30', '2.37%', '105', '2.50', '29.98', '-', '-', '5.33', '1.38', '37.80', '14.79', '-', '-', '1.21', '1.21', '-2.10%', '-1.68%', '7.86%', '2.00%', '5.50%', '1.60%', '67.00%', '15.10%', '19.70%', '56.10%', '80.16M', '79.85M', '1.34%', '3.21', '14.50', '-10.71%', '160.96%', '332.40K', '43,824', '5.93%', '110.63%', '46.59%'],
[['RRC'], '-', '5.09B', '-839.50M', '2.31B', '6.28', '0.00', '-', '-', '533', '2.80', '-', '8.55', '-', '2.21', '3.02', '10173.12', '14.65', '0.40', '0.40', '1.99', '1.99', '15.72%', '21.57%', '57.54%', '-13.70%', '-51.80%', '-17.30%', '84.60%', '-13.10%', '-36.40%', '-', '242.59M', '235.00M', '15.37%', '7.42', '17.46', '-8.51%', '216.44%', '4.86M', '1,200,248', '80.65%', '146.74%', '182.84%']
[['RRGB'], '-', '351.48M', '-59.20M', '1.00B', '6.97', '1.65', '-', '-', '21374', '2.80', '-', '65.86', '-', '0.35', '3.26', '13.73', '6.45', '0.30', '0.40', '1.53', '1.43', '-5.39%', '-13.24%', '-24.20%', '-6.10%', '-47.80%', '-88.20%', '14.30%', '-7.30%', '-5.90%', '-', '15.66M', '14.71M', '12.31%', '5.18', '31.33', '-46.40%', '92.53%', '349.52K', '70,219', '-42.29%', '56.80%', '18.15%'],
[['RUTH'], '-', '707.04M', '17.70M', '339.00M', '3.76', '2.50', '-', '-', '4363', '2.00', '39.74', '14.03', '2.80', '2.09', '5.38', '8.10', '11.80', '1.00', '1.00', '0.54', '0.54', '-0.07%', '-0.92%', '-6.97%', '3.30%', '15.40%', '-9.30%', '28.40%', '8.30%', '5.20%', '0.00%', '34.40M', '32.87M', '2.55%', '2.28', '25.90', '-30.18%', '101.61%', '366.80K', '154,016', '-18.49%', '68.02%', '14.10%'],
[['RWT'], '-', '1.43B', '372.30M', '510.90M', '11.47', '3.74', '0.84', '6.62%', '247', '1.60', '4.67', '9.30', '0.16', '2.80', '1.11', '3.39', '-', '-', '-', '8.11', '6.97', '0.72%', '3.20%', '17.31%', '3.40%', '31.90%', '-5.70%', '19.90%', '82.10%', '72.90%', '18.80%', '112.92M', '112.05M', '3.15%', '3.38', '14.04', '-1.30%', '76.72%', '1.04M', '356,308', '18.05%', '58.62%', '44.53%'],
[['RYAM'], '-', '435.27M', '18.90M', '1.74B', '12.36', '3.48', '-', '-', '4000', '2.00', '24.23', '-', '-', '0.25', '0.57', '2.03', '2.20', '2.30', '2.90', '1.37', '1.35', '-0.62%', '0.09%', '-12.43%', '5.20%', '18.70%', '3.70%', '12.00%', '5.90%', '7.60%', '0.00%', '63.65M', '61.09M', '3.45%', '5.31', '8.83', '-39.66%', '127.26%', '397.33K', '78,149', '-26.87%', '57.02%', '8.13%'],
[['SAFE'], '-', '4.26B', '61.10M', '165.60M', '26.57', '0.64', '0.68', '0.84%', '145', '2.20', '69.30', '46.86', '1.88', '25.72', '3.03', '125.63', '-', '-', '-', '1.34', '1.34', '-6.71%', '-8.34%', '3.54%', '1.90%', '4.50%', '3.90%', '98.50%', '76.70%', '36.90%', '56.50%', '53.31M', '17.83M', '5.95%', '9.55', '97.88', '-16.43%', '52.96%', '111.04K', '7,341', '9.02%', '38.92%', '11.19%'],
