Ticker,Index,MarketCap,Income,Sales,Booksh,Cashsh,Dividend,Dividend_Percentage,Employees,Recom,PriceToEarnings,ForwardPTE,PEG,PriceToSales,PriceToBook,PutCallRatio,PFCF,QuickRatio,CurrentRatio,DebtEquity,LdDebtEquity,SMA20,SMA50,SMA200,ROA,ROE,ROI,GrossMargin,OperationalMargin,ProfitMargin,Payout,SHSOutstanding,ShsFloat,ShoartFloat,ShortRatio,TargetPrice,52WH,52WL,AVGVol,Vol,PerformaceHalfYear,PerformanceYear,PerformanceYTD,,
[['DOC'], '-', '4.01B', '68.60M', '447.30M', '12.58', '0.01', '0.92', '5.03%', '81', '2.20', '56.66', '50.41', '5.84', '8.97', '1.45', '2675.58', '222.97', '-', '-', '0.49', '0.49', '-1.24%', '-1.69%', '-0.01%', '1.60%', '2.60%', '1.60%', '70.10%', '15.00%', '15.30%', '283.00%', '215.84M', '215.76M', '3.43%', '4.65', '20.29', '-9.34%', '10.77%', '1.59M', '269,398', '2.12%', '0.44%', '2.81%'],
[['PRG'], '-', '2.94B', '265.30M', '2.60B', '15.87', '2.12', '0.18', '0.40%', '1868', '1.70', '11.52', '10.42', '0.57', '1.13', '2.85', '21.35', '-', '-', '-', '0.05', '0.05', '-6.36%', '-3.92%', '-11.68%', '-', '-', '19.30%', '98.60%', '-', '-', '-', '67.01M', '65.71M', '3.95%', '5.80', '67.63', '-28.36%', '5.02%', '447.25K', '105,239', '-3.29%', '-5.94%', '-16.02%'],
[['PB'], '-', '6.12B', '531.10M', '1.09B', '67.90', '11.54', '1.96', '2.97%', '3756', '2.50', '11.53', '12.33', '1.26', '5.59', '0.97', '5.72', '16.13', '-', '-', '0.00', '0.00', '-4.92%', '-5.47%', '-9.23%', '1.50%', '8.60%', '14.90%', '-', '92.80%', '48.50%', '33.70%', '92.94M', '89.21M', '1.89%', '4.54', '75.27', '-21.30%', '33.89%', '371.59K', '103,016', '-16.66%', '27.25%', '-4.80%'],
[['PCH'], '-', '3.49B', '500.00M', '1.45B', '23.94', '7.77', '1.64', '3.09%', '1316', '2.50', '7.17', '16.97', '1.43', '2.40', '2.21', '6.82', '7.54', '4.00', '4.50', '0.48', '0.45', '-1.24%', '-1.08%', '-3.75%', '20.20%', '35.80%', '10.20%', '50.90%', '45.50%', '34.40%', '21.90%', '67.32M', '64.70M', '1.49%', '2.29', '63.83', '-21.85%', '33.44%', '420.99K', '66,837', '3.92%', '26.78%', '6.00%'],
[['PDCO'], '-', '3.05B', '165.60M', '6.28B', '10.11', '1.39', '1.04', '3.36%', '7800', '2.80', '18.18', '14.37', '3.28', '0.49', '3.06', '22.31', '-', '0.80', '1.50', '0.64', '0.50', '-1.67%', '-0.11%', '-5.37%', '5.90%', '17.60%', '10.30%', '19.50%', '2.10%', '2.60%', '60.30%', '96.86M', '86.16M', '7.64%', '6.04', '34.58', '-18.87%', '36.88%', '1.09M', '82,055', '-4.47%', '26.97%', '4.56%'],
[['PEB'], '-', '2.94B', '-456.80M', '398.10M', '24.70', '2.40', '0.04', '0.18%', '53', '2.60', '-', '-', '-', '7.39', '0.91', '9.43', '-', '-', '-', '0.72', '0.68', '2.78%', '1.47%', '0.44%', '-7.50%', '-14.20%', '-5.20%', '20.30%', '-77.10%', '-', '-', '130.81M', '129.57M', '11.16%', '12.65', '25.46', '-15.82%', '94.75%', '1.14M', '192,920', '-11.31%', '62.33%', '20.11%'],
[['PEN'], '-', '10.65B', '15.90M', '671.40M', '18.59', '6.39', '-', '-', '3300', '1.60', '681.17', '178.18', '29.49', '15.87', '15.32', '44.58', '-', '3.70', '6.00', '0.04', '0.04', '0.80%', '4.01%', '7.49%', '1.90%', '2.40%', '-3.00%', '61.80%', '0.30%', '2.40%', '0.00%', '36.52M', '34.94M', '4.74%', '9.35', '319.80', '-13.18%', '69.93%', '177.06K', '17,852', '6.73%', '42.88%', '62.70%'],
[['PFGC'], '-', '6.77B', '40.70M', '30.40B', '15.91', '0.07', '-', '-', '23000', '2.10', '149.05', '15.05', '3.37', '0.22', '2.85', '610.01', '-', '0.70', '1.40', '1.21', '1.18', '-3.46%', '-2.49%', '-11.29%', '0.50%', '2.00%', '4.00%', '11.70%', '0.70%', '0.10%', '0.00%', '132.40M', '131.55M', '6.64%', '3.87', '63.00', '-25.51%', '40.77%', '2.26M', '336,204', '-18.83%', '17.78%', '-4.83%'],
[['PPC'], '-', '6.88B', '-33.00M', '13.10B', '10.60', '1.61', '-', '-', '54700', '2.20', '-', '11.40', '-', '0.53', '2.67', '17.57', '-', '0.70', '1.40', '0.89', '0.88', '1.45%', '14.32%', '22.46%', '-', '-', '3.70%', '9.00%', '-', '-', '-', '243.68M', '47.39M', '3.29%', '1.87', '27.80', '-0.39%', '101.07%', '833.40K', '169,491', '12.19%', '69.12%', '44.11%'],
[['PII'], '-', '7.39B', '658.10M', '8.18B', '18.28', '4.67', '2.52', '2.11%', '15000', '2.20', '11.56', '11.51', '0.77', '0.90', '6.55', '25.60', '14.48', '0.30', '1.20', '1.19', '1.14', '-3.21%', '-8.00%', '-6.28%', '14.30%', '61.60%', '7.50%', '25.90%', '11.00%', '8.00%', '23.50%', '61.30M', '56.93M', '6.79%', '5.77', '153.23', '-20.52%', '35.49%', '670.23K', '99,824', '-11.59%', '31.10%', '25.62%'],
[['PNFP'], '-', '6.85B', '463.50M', '1.02B', '64.71', '36.05', '0.72', '0.80%', '2634', '2.00', '14.75', '14.80', '0.46', '6.74', '1.40', '2.51', '14.99', '-', '-', '0.14', '0.14', '-6.65%', '-4.60%', '4.83%', '1.30%', '9.80%', '14.20%', '-', '86.80%', '45.60%', '11.10%', '75.48M', '74.28M', '1.72%', '3.73', '102.18', '-10.65%', '168.69%', '341.88K', '75,142', '-1.79%', '133.51%', '40.25%'],
[['PNM'], '-', '4.25B', '201.80M', '1.62B', '24.26', '0.22', '1.31', '2.65%', '1708', '3.20', '20.09', '19.68', '4.10', '2.62', '2.04', '229.77', '-', '0.50', '0.60', '1.70', '1.53', '-0.19%', '1.25%', '1.17%', '2.50%', '10.20%', '4.90%', '-', '17.50%', '12.40%', '51.60%', '86.07M', '84.78M', '3.95%', '5.22', '50.06', '-1.60%', '26.78%', '641.83K', '91,608', '0.98%', '23.25%', '1.81%'],
[['POST'], '-', '6.88B', '193.80M', '5.94B', '44.49', '12.14', '-', '-', '10200', '1.90', '37.93', '22.14', '1.54', '1.16', '2.42', '8.87', '17.42', '1.50', '2.30', '2.49', '2.45', '-3.32%', '-1.52%', '0.55%', '1.60%', '6.70%', '6.30%', '30.70%', '10.10%', '3.30%', '0.00%', '63.70M', '58.67M', '5.87%', '9.40', '127.40', '-9.58%', '31.01%', '366.18K', '31,681', '0.73%', '25.10%', '6.61%'],
[['PSB'], '-', '4.36B', '131.00M', '426.30M', '30.13', '4.10', '4.20', '2.73%', '155', '3.20', '32.45', '38.37', '-', '10.23', '5.11', '37.59', '31.10', '-', '-', '0.00', '0.00', '-0.98%', '0.08%', '3.25%', '6.30%', '16.10%', '22.10%', '69.70%', '44.00%', '30.70%', '88.20%', '27.53M', '19.95M', '1.91%', '4.22', '153.60', '-6.82%', '41.44%', '90.01K', '11,328', '1.87%', '24.98%', '15.92%'],
[['PRI'], '-', '5.86B', '436.30M', '2.46B', '51.07', '19.72', '1.88', '1.26%', '2230', '2.00', '13.56', '11.37', '1.05', '2.38', '2.92', '7.57', '11.44', '-', '-', '0.93', '0.93', '-3.55%', '-2.43%', '-2.44%', '2.90%', '23.40%', '11.70%', '-', '24.60%', '17.70%', '15.80%', '39.53M', '39.19M', '0.56%', '1.77', '181.25', '-12.34%', '34.67%', '123.00K', '21,380', '-0.46%', '26.15%', '11.44%'],
[['PGNY '], '-', '5.46B', '78.10M', '450.00M', '2.32', '1.06', '-', '-', '210', '1.40', '78.52', '102.43', '1.09', '12.13', '26.53', '58.14', '392.74', '2.40', '2.40', '0.00', '0.00', '5.57%', '9.35%', '15.32%', '29.40%', '45.70%', '27.60%', '22.20%', '6.60%', '17.40%', '0.00%', '88.17M', '75.77M', '5.57%', '3.78', '65.50', '-11.50%', '150.21%', '1.12M', '312,425', '30.62%', '124.75%', '45.22%'],
[['PZZA'], '-', '4.77B', '-28.80M', '1.97B', '-4.70', '2.60', '1.40', '1.08%', '16700', '1.80', '-', '37.43', '-', '2.42', '-', '49.58', '31.03', '0.70', '0.80', '-', '-', '1.46%', '6.63%', '27.65%', '-3.30%', '11.60%', '90.90%', '31.10%', '6.90%', '-1.50%', '-', '34.73M', '32.03M', '4.36%', '3.87', '129.12', '-2.33%', '76.82%', '361.09K', '45,644', '48.28%', '55.08%', '52.17%'],
[['QLYS'], '-', '4.65B', '67.90M', '384.30M', '10.05', '9.25', '-', '-', '1626', '2.90', '71.10', '37.54', '8.89', '12.09', '11.87', '12.90', '25.92', '1.70', '1.70', '0.00', '0.00', '-0.01%', '6.86%', '8.54%', '9.30%', '17.00%', '21.30%', '77.90%', '20.20%', '17.70%', '0.00%', '39.10M', '28.74M', '13.34%', '12.43', '113.92', '-21.75%', '34.41%', '308.47K', '39,892', '18.39%', '27.09%', '-2.11%'],
[['QDEL'], '-', '6.01B', '899.60M', '1.84B', '33.85', '15.14', '-', '-', '1370', '2.50', '7.43', '38.27', '1.03', '3.27', '4.53', '10.14', '8.45', '3.30', '4.40', '0.00', '0.00', '10.03%', '12.25%', '-0.57%', '51.20%', '70.80%', '61.30%', '81.30%', '63.30%', '49.00%', '0.00%', '41.69M', '36.57M', '15.50%', '7.99', '132.20', '-48.25%', '44.61%', '709.01K', '96,062', '11.92%', '-10.11%', '-14.57%'],
[['R'], '-', '4.30B', '272.40M', '8.97B', '46.17', '4.90', '2.24', '2.85%', '39000', '2.40', '15.37', '10.11', '-', '0.48', '1.70', '16.03', '5.74', '0.60', '0.60', '2.58', '2.02', '-2.55%', '0.53%', '4.52%', '2.00%', '11.40%', '1.90%', '50.90%', '5.40%', '2.90%', '45.10%', '53.87M', '53.24M', '2.50%', '2.26', '88.86', '-14.23%', '90.70%', '588.01K', '67,971', '6.19%', '75.55%', '27.20%'],
[['RAMP'], '-', '3.32B', '-51.20M', '462.60M', '15.81', '7.80', '-', '-', '1200', '2.30', '-', '102.59', '-', '7.18', '3.03', '6.14', '-', '5.90', '5.90', '0.00', '0.00', '-5.16%', '2.63%', '-17.35%', '-4.10%', '-4.80%', '-8.30%', '68.90%', '-24.20%', '-11.10%', '-', '68.33M', '65.96M', '3.22%', '3.12', '71.09', '-47.45%', '19.27%', '680.45K', '95,894', '-11.20%', '-7.72%', '-34.54%'],
[['RBC'], '-', '6.00B', '260.60M', '3.24B', '65.48', '-', '1.32', '0.93%', '23000', '1.50', '22.43', '14.55', '2.24', '1.85', '2.18', '-', '21.25', '1.40', '2.20', '0.38', '0.30', '-6.41%', '-3.12%', '1.29%', '5.60%', '10.20%', '6.20%', '29.10%', '11.40%', '8.00%', '18.70%', '40.70M', '40.50M', '3.34%', '5.10', '189.50', '-12.32%', '52.45%', '265.76K', '42,783', '-7.30%', '42.15%', '16.16%'],
[['RCM'], '-', '5.86B', '-512.10M', '1.33B', '1.20', '0.61', '-', '-', '19000', '1.60', '-', '40.34', '-', '4.40', '18.02', '35.56', '54.10', '1.50', '1.50', '1.67', '1.55', '7.05%', '4.81%', '-9.91%', '-43.50%', '-270.90%', '20.90%', '19.40%', '10.70%', '-38.50%', '-', '268.25M', '135.65M', '3.48%', '4.51', '32.18', '-31.81%', '42.01%', '1.05M', '184,479', '-15.22%', '34.12%', '-9.99%'],
[['REXR'], '-', '8.31B', '84.60M', '376.60M', '24.61', '0.46', '0.96', '1.61%', '147', '1.70', '90.98', '96.42', '9.10', '22.07', '2.42', '129.44', '73.21', '-', '-', '0.00', '0.37', '-2.39%', '-1.75%', '10.37%', '1.70%', '2.80%', '2.30%', '75.90%', '30.30%', '22.50%', '134.70%', '134.31M', '-', '-', '7.83', '69.31', '-5.79%', '37.29%', '712.54K', '74,473', '20.21%', '28.73%', '21.34%'],
[['RGA'], '-', '7.70B', '828.00M', '15.88B', '197.71', '47.02', '2.92', '2.63%', '3600', '2.90', '9.19', '7.90', '13.13', '0.48', '0.56', '2.36', '2.69', '-', '-', '0.26', '0.26', '-5.70%', '-4.65%', '-8.75%', '1.00%', '6.20%', '3.30%', '-', '7.30%', '5.20%', '23.00%', '68.00M', '67.71M', '1.04%', '1.47', '128.88', '-19.00%', '21.13%', '482.08K', '88,943', '-11.54%', '9.98%', '-4.06%'],
[['RGEN'], '-', '16.49B', '99.90M', '508.50M', '29.18', '13.67', '-', '-', '1128', '1.70', '172.22', '102.99', '4.78', '32.42', '10.52', '22.45', '373.85', '2.60', '3.00', '0.16', '0.00', '5.82%', '19.65%', '43.01%', '5.50%', '6.90%', '4.00%', '58.80%', '24.20%', '19.70%', '0.00%', '54.93M', '51.06M', '3.08%', '4.50', '257.88', '-2.56%', '119.38%', '349.04K', '149,654', '50.45%', '110.62%', '60.15%'],
[['RGLD'], '-', '6.92B', '302.50M', '615.90M', '38.00', '3.42', '1.20', '1.15%', '28', '2.50', '22.69', '27.02', '1.41', '11.23', '2.75', '30.61', '42.43', '5.40', '5.70', '0.00', '0.00', '-4.93%', '-8.05%', '-7.09%', '11.00%', '12.50%', '12.10%', '83.80%', '54.80%', '49.10%', '25.10%', '65.55M', '65.37M', '2.37%', '4.33', '141.58', '-19.35%', '5.31%', '358.20K', '53,259', '-1.15%', '-18.35%', '-1.66%'],
[['RH'], '-', '14.68B', '534.00M', '3.51B', '39.54', '13.35', '-', '-', '4500', '2.10', '39.00', '25.61', '1.66', '4.19', '17.00', '50.36', '27.01', '0.40', '0.90', '1.34', '1.01', '-3.17%', '-2.45%', '13.43%', '17.40%', '98.20%', '22.10%', '48.10%', '20.80%', '15.20%', '0.00%', '21.17M', '19.25M', '12.38%', '5.26', '764.79', '-9.79%', '103.15%', '452.93K', '170,679', '30.36%', '77.10%', '50.19%'],
[['RLI'], '-', '4.62B', '281.00M', '1.15B', '27.46', '2.12', '1.00', '0.97%', '863', '2.90', '16.64', '29.29', '1.70', '4.01', '3.74', '48.39', '18.52', '-', '-', '0.12', '0.12', '-5.13%', '-5.11%', '-4.62%', '7.00%', '24.30%', '11.20%', '-', '28.00%', '24.40%', '15.40%', '45.23M', '43.25M', '2.57%', '8.47', '118.00', '-13.51%', '26.77%', '131.36K', '28,064', '-8.53%', '19.99%', '-1.50%'],
[['RNR'], '-', '6.78B', '398.80M', '5.04B', '138.96', '38.02', '1.44', '1.00%', '604', '2.60', '17.73', '8.25', '-', '1.35', '1.04', '3.79', '4.84', '-', '-', '0.17', '0.17', '-7.11%', '-7.38%', '-10.36%', '1.30%', '5.90%', '12.20%', '-', '10.10%', '7.90%', '17.40%', '48.16M', '45.48M', '1.69%', '2.17', '181.17', '-23.10%', '-0.16%', '354.12K', '84,643', '-11.38%', '-13.98%', '-13.16%'],
[['RPM'], '-', '10.33B', '498.60M', '6.11B', '13.61', '1.88', '1.52', '1.93%', '15490', '2.80', '20.37', '16.87', '1.28', '1.69', '5.78', '41.87', '24.93', '1.40', '2.10', '1.37', '1.37', '-5.03%', '-8.49%', '-12.33%', '8.50%', '31.70%', '13.50%', '39.40%', '11.80%', '8.20%', '38.10%', '129.51M', '128.01M', '1.42%', '3.48', '95.85', '-21.99%', '-0.67%', '520.30K', '155,872', '-10.62%', '-6.19%', '-13.41%'],
[['RS'], '-', '9.30B', '823.20M', '10.48B', '88.46', '11.28', '2.75', '1.91%', '12800', '2.50', '11.33', '10.21', '0.68', '0.89', '1.63', '12.78', '22.15', '2.50', '4.40', '0.29', '0.29', '-6.40%', '-7.65%', '-4.43%', '9.80%', '15.60%', '6.80%', '32.60%', '11.30%', '7.90%', '20.30%', '63.66M', '62.98M', '0.96%', '1.82', '179.50', '-22.78%', '39.95%', '331.90K', '105,573', '-3.16%', '34.05%', '20.32%'],
[['RUN'], '-', '9.01B', '-196.90M', '1.27B', '30.12', '3.39', '-', '-', '3800', '1.80', '-', '-', '-', '7.12', '1.49', '13.26', '-', '0.90', '1.20', '0.91', '0.86', '-4.99%', '-10.90%', '-24.49%', '-1.50%', '-4.10%', '-3.70%', '17.10%', '-50.50%', '-15.60%', '-', '204.38M', '197.35M', '18.11%', '5.81', '76.72', '-57.87%', '13.63%', '6.15M', '1,906,276', '-19.20%', '-24.55%', '-35.27%']
[['RYN'], '-', '5.24B', '77.60M', '887.30M', '11.53', '2.24', '1.08', '2.89%', '413', '3.20', '69.09', '76.14', '13.82', '5.90', '3.24', '16.66', '50.49', '1.60', '1.70', '0.90', '0.78', '-1.03%', '-1.40%', '5.42%', '2.00%', '5.10%', '2.40%', '21.80%', '15.40%', '8.70%', '193.50%', '139.56M', '-', '-', '5.28', '35.75', '-6.44%', '45.59%', '720.33K', '105,268', '20.24%', '36.67%', '26.99%'],
[['SABR'], '-', '3.62B', '-1146.20M', '1.34B', '-0.52', '3.51', '-', '-', '7531', '2.80', '-', '-', '-', '2.70', '-', '3.23', '-', '2.40', '2.40', '-', '-', '1.83%', '-0.10%', '-13.29%', '-19.10%', '-595.50%', '-19.30%', '60.70%', '-64.00%', '-85.20%', '-', '319.75M', '319.25M', '18.79%', '9.48', '12.50', '-33.83%', '103.09%', '6.33M', '1,619,744', '-28.28%', '63.20%', '-5.91%']
[['SAFM'], '-', '4.25B', '294.00M', '4.34B', '75.90', '11.02', '1.76', '0.92%', '1980', '2.80', '14.29', '13.85', '-', '0.98', '2.52', '17.33', '21.57', '1.70', '2.90', '0.00', '0.00', '-0.56%', '1.19%', '16.20%', '14.00%', '18.40%', '-1.20%', '15.60%', '8.50%', '6.40%', '14.00%', '22.02M', '20.23M', '5.59%', '3.06', '199.17', '-3.09%', '69.56%', '369.23K', '18,191', '17.59%', '54.95%', '44.41%'],
[['SAIA'], '-', '6.51B', '181.50M', '2.01B', '40.38', '1.99', '-', '-', '10600', '2.50', '35.96', '26.30', '1.20', '3.23', '6.06', '123.05', '54.89', '1.20', '1.20', '0.06', '0.04', '-1.51%', '4.08%', '11.55%', '11.40%', '18.40%', '13.80%', '74.30%', '11.80%', '9.00%', '0.00%', '26.33M', '26.09M', '4.33%', '3.38', '242.56', '-7.07%', '105.70%', '333.95K', '23,185', '11.83%', '87.84%', '35.40%'],
[['SAIC'], '-', '4.86B', '285.00M', '7.25B', '27.94', '2.31', '1.48', '1.75%', '26000', '2.20', '17.38', '11.88', '3.28', '0.67', '3.02', '36.56', '11.10', '-', '1.00', '1.59', '1.52', '-1.41%', '-2.12%', '-7.56%', '4.90%', '18.30%', '8.10%', '11.80%', '6.60%', '3.90%', '30.20%', '57.90M', '57.15M', '1.12%', '1.97', '101.00', '-19.52%', '15.49%', '324.70K', '70,123', '-12.23%', '8.13%', '-10.81%'],
[['SAIL'], '-', '4.39B', '-37.40M', '390.60M', '4.30', '4.36', '-', '-', '1394', '1.80', '-', '-', '-', '11.23', '10.91', '10.76', '664.70', '1.00', '1.00', '0.97', '0.00', '-3.45%', '-5.10%', '-11.25%', '-3.60%', '-8.70%', '0.70%', '75.50%', '-8.80%', '-9.60%', '-', '92.46M', '90.74M', '9.76%', '9.73', '65.38', '-29.66%', '24.02%', '909.67K', '128,011', '-11.84%', '24.68%', '-11.85%'],
[['SAM'], '-', '6.47B', '231.10M', '2.10B', '88.26', '8.23', '-', '-', '2423', '2.60', '27.69', '23.79', '1.28', '3.08', '5.86', '62.85', '380.80', '0.80', '1.60', '0.00', '0.00', '-8.13%', '-24.12%', '-46.64%', '16.60%', '23.80%', '18.70%', '46.90%', '14.30%', '11.30%', '0.00%', '12.28M', '9.34M', '10.86%', '2.62', '754.53', '-61.71%', '1.29%', '387.12K', '72,428', '-53.24%', '-41.21%', '-48.00%'],
[['SBNY'], '-', '15.98B', '695.70M', '2.00B', '119.81', '411.78', '2.24', '0.86%', '1472', '1.70', '20.66', '15.85', '3.27', '8.00', '2.18', '0.64', '16.99', '-', '-', '0.08', '0.08', '-3.53%', '0.44%', '14.62%', '0.90%', '11.50%', '19.80%', '-', '80.50%', '34.80%', '17.60%', '57.13M', '-', '-', '3.52', '310.67', '-8.02%', '250.86%', '484.63K', '130,912', '9.79%', '188.48%', '93.42%'],
[['SBRA'], '-', '3.50B', '-25.50M', '600.60M', '15.64', '0.31', '1.20', '7.60%', '38', '2.40', '-', '20.04', '-', '5.83', '1.01', '50.57', '145.41', '-', '-', '0.67', '0.67', '-2.32%', '-8.04%', '-10.63%', '-0.40%', '-0.70%', '2.60%', '81.70%', '25.00%', '-4.30%', '-', '216.26M', '213.15M', '2.09%', '2.57', '19.43', '-17.54%', '21.93%', '1.74M', '413,574', '-11.04%', '0.51%', '-9.10%'],
[['SIGI'], '-', '4.67B', '423.30M', '3.18B', '44.73', '0.01', '1.00', '1.29%', '2400', '2.70', '11.01', '13.94', '1.10', '1.47', '1.73', '9344.41', '8.15', '-', '-', '0.00', '0.20', '-7.67%', '-6.56%', '1.72%', '4.30%', '16.70%', '8.70%', '-', '16.50%', '13.30%', '13.80%', '60.16M', '58.73M', '1.13%', '3.66', '85.40', '-12.06%', '57.89%', '180.91K', '33,727', '4.95%', '47.22%', '15.53%'],
[['SMTC'], '-', '5.05B', '90.60M', '674.10M', '10.95', '4.04', '-', '-', '1394', '1.90', '56.23', '25.43', '4.89', '7.49', '7.09', '19.22', '45.75', '3.30', '4.20', '0.00', '0.25', '4.93%', '14.32%', '10.63%', '8.40%', '13.00%', '7.40%', '61.50%', '15.20%', '13.40%', '0.00%', '64.72M', '63.46M', '1.91%', '2.98', '88.10', '-9.02%', '55.03%', '406.01K', '83,312', '6.93%', '43.53%', '7.71%'],
[['SCI'], '-', '10.39B', '715.00M', '3.95B', '11.39', '2.60', '0.92', '1.49%', '16503', '1.50', '15.00', '22.74', '3.65', '2.63', '5.42', '23.79', '18.26', '0.80', '0.80', '2.00', '1.97', '-2.52%', '-0.53%', '13.45%', '4.90%', '39.40%', '12.30%', '31.00%', '27.10%', '18.10%', '19.20%', '168.45M', '163.16M', '2.53%', '4.61', '69.75', '-7.02%', '56.34%', '897.71K', '149,424', '25.86%', '51.96%', '25.80%'],
[['SEIC'], '-', '8.39B', '500.20M', '1.80B', '12.71', '5.74', '0.74', '1.24%', '3963', '2.30', '17.38', '14.84', '1.45', '4.66', '4.69', '10.40', '20.54', '5.60', '5.60', '0.00', '0.00', '-4.94%', '-5.21%', '-3.67%', '23.40%', '28.20%', '18.60%', '83.60%', '28.00%', '27.80%', '20.70%', '142.07M', '116.47M', '1.94%', '4.63', '72.20', '-10.37%', '19.22%', '489.64K', '123,137', '-1.96%', '19.07%', '3.76%'],
[['SLG'], '-', '4.62B', '282.70M', '929.00M', '62.50', '3.23', '3.64', '5.32%', '794', '2.90', '17.48', '-', '-', '4.97', '1.09', '21.15', '39.09', '-', '-', '1.06', '1.06', '-3.00%', '-6.64%', '-4.49%', '2.40%', '6.00%', '2.30%', '59.20%', '18.20%', '30.40%', '92.00%', '73.07M', '65.77M', '11.05%', '8.52', '80.18', '-20.79%', '67.55%', '853.00K', '217,850', '-7.57%', '34.04%', '11.48%'],
[['SSD'], '-', '4.67B', '219.60M', '1.42B', '25.02', '6.99', '1.00', '0.94%', '3562', '2.50', '21.23', '19.94', '4.25', '3.30', '4.27', '15.27', '28.63', '2.50', '3.90', '0.00', '0.00', '-5.17%', '-5.21%', '-0.12%', '17.00%', '21.70%', '19.30%', '46.30%', '21.20%', '15.50%', '18.20%', '43.43M', '43.13M', '1.88%', '6.15', '123.25', '-12.01%', '22.26%', '131.67K', '16,061', '1.82%', '7.02%', '14.20%'],
[['SEDG'], '-', '14.13B', '136.60M', '1.58B', '22.62', '13.61', '-', '-', '3174', '2.20', '111.82', '41.00', '5.51', '8.94', '12.44', '20.68', '-', '2.90', '3.70', '0.55', '0.55', '-4.76%', '-1.85%', '-3.78%', '5.60%', '12.40%', '7.00%', '32.50%', '9.10%', '8.60%', '0.00%', '52.08M', '51.74M', '2.95%', '2.24', '315.30', '-29.14%', '49.82%', '682.65K', '159,868', '0.18%', '50.48%', '-11.80%'],
[['SR'], '-', '3.25B', '246.70M', '2.20B', '47.58', '0.46', '2.60', '4.16%', '3583', '2.00', '13.10', '14.09', '1.79', '1.48', '1.31', '136.17', '-', '0.50', '0.70', '1.43', '1.20', '-5.17%', '-10.08%', '-10.59%', '2.90%', '10.30%', '3.60%', '-', '19.30%', '11.20%', '53.80%', '51.60M', '50.13M', '2.97%', '4.67', '80.00', '-20.03%', '23.25%', '318.92K', '29,834', '-15.19%', '17.42%', '-2.34%'],
[['SF'], '-', '6.97B', '645.90M', '4.29B', '36.85', '13.19', '0.60', '0.89%', '8500', '2.00', '12.27', '10.89', '0.87', '1.63', '1.83', '5.12', '30.25', '-', '-', '0.40', '0.30', '-4.22%', '-2.66%', '4.00%', '2.30%', '17.30%', '9.90%', '98.70%', '20.60%', '15.10%', '8.70%', '107.84M', '101.67M', '2.12%', '2.79', '82.50', '-9.74%', '108.57%', '772.19K', '97,041', '4.15%', '91.77%', '33.93%'],
[['SFM'], '-', '2.60B', '272.70M', '6.28B', '8.10', '1.93', '-', '-', '33000', '2.90', '9.87', '11.00', '17.02', '0.41', '2.81', '11.79', '14.37', '0.60', '1.10', '0.28', '0.27', '-5.91%', '-8.17%', '-7.09%', '9.60%', '30.30%', '26.40%', '36.80%', '5.90%', '4.30%', '0.00%', '117.25M', '113.78M', '17.12%', '8.69', '26.50', '-23.34%', '23.56%', '2.24M', '250,030', '-5.33%', '7.72%', '13.18%'],
[['SGMS'], '-', '7.65B', '-113.00M', '3.07B', '-26.14', '9.32', '-', '-', '9000', '2.30', '-', '34.19', '-', '2.49', '-', '8.21', '20.68', '2.40', '2.60', '-', '-', '2.96%', '9.99%', '33.84%', '-1.40%', '4.30%', '-0.50%', '61.60%', '10.50%', '-3.70%', '-', '96.00M', '90.75M', '5.28%', '4.21', '76.25', '-7.14%', '154.64%', '1.14M', '241,793', '73.08%', '148.04%', '84.43%'],
[['SIX'], '-', '3.61B', '-227.30M', '776.70M', '-13.54', '3.00', '-', '-', '1950', '2.00', '-', '20.02', '-', '4.65', '-', '14.28', '-', '0.70', '0.80', '-', '-', '1.86%', '2.68%', '1.15%', '-8.10%', '19.60%', '-13.30%', '90.90%', '-8.00%', '-29.30%', '-', '85.67M', '84.17M', '5.71%', '3.27', '55.30', '-18.42%', '121.98%', '1.47M', '215,473', '-12.25%', '74.47%', '25.87%'],
[['SKX'], '-', '7.01B', '342.10M', '5.71B', '17.57', '7.73', '-', '-', '5900', '1.90', '20.62', '14.45', '0.29', '1.23', '2.57', '5.85', '42.29', '1.60', '2.40', '0.11', '0.10', '-8.11%', '-11.50%', '1.39%', '6.10%', '13.90%', '3.40%', '49.10%', '8.90%', '6.20%', '0.00%', '155.56M', '132.91M', '2.37%', '2.60', '64.08', '-20.17%', '57.88%', '1.21M', '209,803', '9.49%', '41.93%', '25.82%'],
[['SLAB'], '-', '6.57B', '-31.50M', '791.60M', '27.40', '13.56', '-', '-', '1838', '2.50', '-', '98.61', '-', '8.29', '5.26', '10.64', '70.75', '7.20', '7.50', '0.36', '0.36', '-7.82%', '-7.13%', '-1.33%', '2.40%', '3.80%', '1.80%', '58.10%', '-0.30%', '5.80%', '0.00%', '44.80M', '44.01M', '6.42%', '6.76', '171.80', '-14.05%', '52.36%', '417.82K', '52,444', '0.39%', '46.41%', '13.22%'],
